address,ion-total
osmo14cjkvtgpslgfmccfvrnl29sx0lneuj8mvu40wr,0.009096
osmo14ct6pw63nzep75wmafze93gu24lxw6lasjttxk,0.005721
osmo14d4mek8tj5uef7gxpg6lp3ur6f5j3ka83ta4c2,0.001052
osmo14dmelcmvwq8sefu5tr4atv98u6ur9c2048yt5m,1.0
osmo14dtpwal6r7zjewk0ye3vyuylz5uuslgf4nuheg,0.024139
osmo14dw8ulhtl4l3839k4m8xvs7dm9kzfvd4g3lp80,0.004063
osmo14e474ad680tlljm9aycn6t5fvv0qqu6e8awvz6,1.770117
osmo14ed0xfnj5gzfvxfgkuxuqkr9me4vxfvu4z7ctk,0.001065
osmo14eflcqm6rzlvauwdvw29gg2vqjmddn0937jd6y,2.398785
osmo14eknt2dqn4kznsmhavte4tckht4n93c65x2v5d,1.000001
osmo14enf3h32vga3cs0g7mnty5mrsmeg79mamtvm8d,0.000115
osmo14ep90v3zzjaff4s59cvf359z9w7nszkv7vjx6e,3.86308
osmo14eqa935zydqzw9q39xn62gc0dqfjgpt0yj5ew7,0.006673
osmo14etwaesy8nnn5f83unmyh4a3kcqpny7we4fmrg,0.005354
osmo14fqtpynvp6vcn4hwu5k6fw3rtxzp5yd5u4e473,8.0
osmo14fx7rajzd2xhk8ypzkyyrqmfa4p4aezgfq49d6,0.0001
osmo14fxr4yckqfzmu89309az63nets4d04g2erhwxa,0.01
osmo14g2k4karj0ccszyy604qr8rsd5852k6hp5ls4v,1.0
osmo14g3lkhp88wzlnu586qlj4przpahqur23khv0vr,8.122914
osmo14g7km9np037g5cs379dj8l048yyn8qf45px74g,0.0001
osmo14g9djmq5kqh824h4vr5x7e0q4qc4eh97drmq5t,37.47473
osmo14gdqpjm3zsujyhqsfz5rna8ksqnrzdjg48ejj7,1e-06
osmo14ghs6hs8xkl9racufmqnvmg4l0n7unhpckqdae,0.51651
osmo14h59xe0y8y8fgg3r9aycdfml043kksrmvpuze3,1.029417
osmo14hlal2zjsvaevyeh3tr558jujm4tylwcydzzdz,2.006345
osmo14jghwya6uh2anhpfnrdcl3sca9wvz6qryr4ep0,0.59158
osmo14kkfl87vkzxpj038gpc8yw7al8s2zz0hgvc55y,0.015921
osmo14kn0kk33szpwus9nh8n87fjel8djx0y0nqr7pn,22.49623
osmo14kqgx2j4jaww7ge035avjdmejpafhw5dxgu5y8,0.02855
osmo14kzglqwmdg45uuu6kazrxqvgj5sh0wm5n3kp6u,5.7e-05
osmo14lultfckehtszvzw4ehu0apvsr77afvylnn8c9,14.424678
osmo14m46c90sz30m7y6fnl4ftaraaj8h4uu5f5lw22,0.000241
osmo14m8vxgs5ykkyr2pk97aczg85gtlkqc4sqd2pn2,2.1294
osmo14n9c5zcwuuczwkhut30rwy9mgyrv3pc46gnz5q,2.0
osmo14naxphxkr0w824kdjq947hvayt5h2u2d6u9l7r,1e-06
osmo14nkkqfrer478teprf20wl3dpmqprjsa24576lk,0.736516
osmo14nqw0pltd53zgywlmk4zlyn79evdl9l8tua2wd,0.104387
osmo14p40thw7mp9puhe6y5w4awjqnknrumxu608067,0.108229
osmo14pghfarja6a9q93ug9hfsuc7w6fs46klca2fj9,1e-06
osmo14pmxdrjhw5phezzcqlk0z25t4mpq24enjstjgx,1.682115
osmo14pq3egm63mvzdztkmczml5kfw5ukugzgxq6yd3,0.240175
osmo14qmshhxdhc5ze0yzapz2zhhw377gnn6m0fmfq3,0.646403
osmo14qw457h2qnnf3fjj6ufyrmm2an74w2xg4nssg2,8.123132
osmo14rcn5s80v2fthgzw0pkvkwgke4ss8ew8xw0wml,1.22652
osmo14rz7gh2yhgklcj5cutryn7d4f9dh6nauvxy7f9,0.009219
osmo14s8zr398sw4m7085q6eum4pxxr33czxavywuxl,1e-06
osmo14seq6te8p86u0rr6seydc4q7zq0x5asrkgxqhh,1.0
osmo14shefcewhhn9ar30kr6zwjtrsxr4ujvzvjs0dp,0.05
osmo14ss72catjh0f2jnzmts2mwk3ehpyzd0c3dqdv7,1.0
osmo14t8y6agw28wyeflvqdjd3thkazkta6ux6zvc6z,1.0
osmo14tcxx9z6gtdslajzz5qjlxu3vl3v23djvyfm79,0.005862
osmo14tfct2avejv3fyv9z0jvrze48ufa53pft2359u,0.060501
osmo14tsmxmf2aqpu7e6snj2gvp4datl9hzrc4zxkjv,0.004544
osmo14tvwwtu5n070dn26cqek69e9rqkacklxw9sgs5,0.105609
osmo14ualw5s00dhytkfrrptukg6cv8p6s9c6ead35h,0.966767
osmo14v0e9hrth8a6mpyfwdhj27j7r06c0dcukxe6sp,0.041392
osmo14v2x67j9g6w3955cjdxhqvhsszy43h4c77anhx,0.074446
osmo14v4cdpce2p3llg6ugm2mhzgphgxlx7pzr35lep,0.000237
osmo14v9ydnusz7tfrzk9l7em6due8jk0h88wmmmgms,2.230039
osmo14w96f49tavntxmdj0puz46hkrs8z7uj2cgwa7w,0.00022
osmo14wv264ngauxx9v5kyrc33yd6q3ek2jvduz2kzy,0.006563
osmo14wycdy2js2335zsnmedatxc8lq9vyepqla50jn,0.012128
osmo14wzgrgshpwshngsv0eh26e6vhqvhrtap99g6h2,0.416957
osmo14wzr7uscha2ucn9tj673tqw3uqx7xnd87uyvj5,2.0
osmo14x4yd0m6r7ee6s3zfpvgjal5d7avk98p8jdva7,0.896983
osmo14xf75twlsmk98zry99z7c9q4j04k0dgtu6y7k5,0.099799
osmo14xgdfdnpjtulj6p7rkc75ekxqjq8hc5ckaf8hl,11.875429
osmo14xqhp6z2f0dd3058tereffchy5gxx8dw270ufm,1.802823
osmo14xv7sr4myjyjdlrmeuq6h80qyd8ueje8fqtdzu,0.052855
osmo14xzmvz26n2qcckm8zjxnjv59dps2j5l0qjd266,0.272366
osmo14y420auq56p6xgt78sl8vwz3jxy77r9cqfpzjq,0.075002
osmo14yj94s734w9f2w7sfsljcfy3c94k887tyjr92k,0.107261
osmo14yqr2q5u4sehadtfxx4rh4rjxzfht6ecvmv0s4,0.18482
osmo14yu02qh35pqln6j0tdlzw43c275nhpvt6dy093,3.368537
osmo14yzqd0mn0gsttacz45japvu604t6423s7nx6he,0.005981
osmo15039yuydx40yx97k7hvels4x2pcdaz3swhtpl9,0.098121
osmo15073885eaa6649xwwug2nxlmcceqwj56uwzhwe,1.0
osmo1509pyftumsatauh4aqk7xlt2kckmrfya9mwe48,1.0
osmo150j6n5tnuwsslhen2qq265yufnnqxvp55cwgk9,1.8e-05
osmo153c3lwxhna7f726m6huj29j5vccc8sjk6c8hmv,0.033147
osmo153pg94s7x34h7peqrey79lte22fl5qxsj9jxkp,1.0
osmo153qylh62huvyzvgvlvqmf6kvwjaekekyg9ptry,2.0
osmo153wvva3l9lcpma7xa8kyt0wsnapv7vks04uvlj,0.171416
osmo153ytyptd0vrgq3pq4dz4fvgquxch57zy3vf2ts,2.0
osmo1542ethfxdynf0r9d4yuc3vee0gdyrqe0z4qp26,0.344693
osmo154g030nawuemy6h2rgsqm6cwqm7322rlnd2zf4,0.441137
osmo154saagpef3nkrtn33de4wsag76n7a7ytmy6s9n,0.000372
osmo154zkq3nf9dv22dm70kqej4pqjep45mkew87pgs,0.004498
osmo155cprx8su89u09kejec2p50pjhlwverkf7e4kp,0.25
osmo15628n3l2a8f89s5vr5q3zxy97x3as77wmt4zez,2.762753
osmo156724whmwqua9dxwy57dvdw2a3lh3g8y3yp84h,1.230297
osmo156e7cm8lsmwcvy5whxs3dd6a4ztrzucrgp698r,1.0
osmo156kuw4y732m923cm7ufq598kkz8tpagyexzjud,0.096295
osmo1570zgpm0dx8965pk9rrmjv2tllfxmnrd45px2y,14.87265
osmo1574xa6yhuvzhzz2330j3dx9ags5vp8vn5eh43r,1.13808
osmo1578va5kclnwszexy9z0djx293fffvhh0fpwmm8,0.279443
osmo157e54tt6gs32yrwhcnty9h7kuvlwvnzd45vnvl,1.441396
osmo157g0sp3wkq8lkywk9aguu266f46np2tllpv00h,1.0
osmo157glcvuxw6z79vzx9fq8h2yvc33wq7xvl0zxsj,0.020403
osmo158ddh954pzt3etjh0yqe8lp7ax0pz6pc5g3ckk,0.525436
osmo158k455lcxhrvvmrfu8m4c6g88fc2qgqqv3dz5v,0.124623
osmo158kcen25wcfkymmhjwel2490lmlf4wtdgt7war,0.0001
osmo1590ug5m44064w8k8kz2a55sgaryddwx73s9zms,0.25
osmo1599krj2kyp6a3fwdzhraueku3vrctqypjpfexv,11.062883
osmo15a778syzhhpqwjsl9g8088ahudvu7crakgzf2k,0.023127
osmo15a84pmu5qa9pps40g7vyzqar0p77mg0ekduya8,0.950067
osmo15axchpn3yarrt59ykn2r5sh8qdwmrwty4d948d,0.181328
osmo15c43032045zh7eamsgl9yhvdzc7tk88k0vdtt7,1.0
osmo15c4ew6mrn7mjx74trpd2e0czkcafyzma2j5ftl,0.001399
osmo15c6t86403errk0w6dfppaaq4ercanek3kpq57z,0.000304
osmo15cvq8yw4y69yntmjkdg05rnqxqp3dlw3t9umts,0.021301
osmo15czt5nhlnvayqq37xun9s9yus0d6y26dw9xnzn,5.064751
osmo15dm58565hhydvxxant7th3ay66f4pvked9whh7,0.300008
osmo15en8sl2rhwzx3rjx0yu5nqfcag0h5kcrzjqv27,1.0
osmo15f6nvuqsun8ky9tz57dhphleta68hu3pvq5hks,1.496092
osmo15fdat3fthge7u8a5s6dakmtmg8wjhg58gzqd5x,2.0
osmo15gmtxlpp9ajfwctp8cza9fmdkmvffct2tfzzhw,1.185498
osmo15gqcm3cfxeln6wl7qtquzkzptwaqjm49qhtq5l,0.012221
osmo15gu8x3n56v3rwj4pe5gh5l5k7f8x2zl5t4lgvc,0.002646
osmo15hcp068cgsadlepwzncxjjkr6frvuvwdkac0fp,0.022505
osmo15hn9sa2m8mz63g8n0frkef97c2qsx95an4gt78,2.0
osmo15hqfu8xc9f7fqrz4ryjsd27umpapf5t7kxxk8u,0.5
osmo15hx6swvj325dckl6zrc8hxwqmarvzcg64p4ycs,0.015521
osmo15j2qz7t7sx5jchllulqsk0vmpv4r07ylypzfsq,0.005736
osmo15jp9ez70gge5t4ykw699nd9n98txw2jdmq96lt,0.010961
osmo15jpxzuxkg52ylhm8yj9ux2xq9dkyzmk70mcyah,0.001518
osmo15kuyqke44arum9afduxagd0lpd6gx6de6yhts8,0.004733
osmo15lfvjkesl5pd84jsjnxml7te8tcgh9pp2htt7w,1e-06
osmo15ma0kvf0pw4gtaeku8sas5nt7qvw8063s6mcjj,3e-06
osmo15md4wkfqux35ak5rh2409yk3gx8l4y5syxea0j,0.001311
osmo15mhtyx9768rkjz0aqtxmwd5nvxnrcrspqjnmcr,0.071671
osmo15my43653c7xsl3h5gfuujlt6p9xa8mrewa8wuf,0.034741
osmo15n9xryv3vztsqv5wgf03pd2fmcsx7sm2crz09c,0.011221
osmo15njsc4lap2h94xum2xatf9xmex4088u96rg36h,4.090456
osmo15nkzr5ckj8la4xws47s0rnc6n4ltp6y7ruap83,0.835068
osmo15r7v2xq2hzpv0kqd8wtdhmf9fe5vcjxaxhq5aq,0.091239
osmo15r8vx4p75rnmwz7jy4q2ye66ccg2u8vla02mtw,0.058369
osmo15ru5chmpm98cdzzrckyvf3slzxy6uuvw8zw9ea,0.146505
osmo15s5n453h00tm3jrc2de3mn7r6jwkcg4guunyrh,1.0
osmo15skgte56y0muys2sfu3pwrwwqa5ayy09wxdl20,0.0138
osmo15smld4cwzcq8zutcu4uj6rhupvfxk2mdce4kh5,0.109109
osmo15sxd33p67wyn37zz5yn0jpheeq8kkdnvj4u6xy,2.0
osmo15ta770k4kca7plh8gtyc94gekr8h3gmz68raj5,3.235291
osmo15tgdsn4te5rv3jtxk240lqz5n726029m3fwlyh,2.087116
osmo15tjz5wfayf632s6n94kc0x44vjzau430s3a9jr,1.01538
osmo15tk5lzt82dgc637kw9hnnl4l6ynaknzhx5qfh2,0.207327
osmo15tw95tqt3twgtaeu2knuu4325n70mdupwq0cys,0.246595
osmo15urq2dtp9qce4fyc85m6upwm9xul30495qdm4l,13.000011
osmo15uzutmwlffqy6lxf3l3efr8nxy2w7tqwd6deaa,0.06859
osmo15vrulyt0gw8h55su80dkfscus5lcjp32p57jv4,0.605635
osmo15vsk7yhy3n03uamjac44ufwskwqzs2eg9teqcw,0.150817
osmo15w48fcnndw0ygz6due737udnkc9cfefffk62z5,31.0
osmo15wudenehqmhkhtjfmzrnp3u4ece3tyr858umcp,0.154103
osmo15x06pkp0wej4rhp9mjpjpyp9jcnps9kp8jjt5y,0.141218
osmo15xkj7de9ca8hu2kn5m3cp74y7x34g38rgmft77,1.3e-05
osmo15y5cqkm304caa7yrw03ghf34c72qnx52mg89gv,1e-06
osmo15ytqs2klzt8nf994vj5ymcvrv5hkxquw74gq6c,0.093699
osmo15yx5xg670usc4pg5zmwc3zrpfguv0rfp8ha4jl,0.001031
osmo15z2r3y9e75gzjpad3tj66y6vngxqz5zpl0ar8q,0.049812
osmo15zxqe5lysvdcsry99e7rmxgsu03qu5t5vgfpz3,2.86615
osmo160awjrx8w3wk297m72usank4v4ettkjeul6cvu,0.002431
osmo160gfcu9x287p3nyrkz88s0pq7vjf5klzn0xhd5,0.390512
osmo1629lc40wwuc7rz3cnptnnwzk92zr2l22gam4y6,0.051127
osmo162wuq85d6l6yut3yhgsv4cnnvkc034dyk2fvsr,0.032406
osmo16336nwqm9qdq0h9hnsaldm6eqn746tm0jpyp78,0.149528
osmo1634lrxjrjcqwdxw6x9at63meylrcsnvttsf0e8,0.049898
osmo163h5ccj7su8qkk0vp646uwff0dks5ldm652umr,0.002604
osmo163kjqgwuwljat2ul5wa9vwez8vzwfr4ygytar2,1.0
osmo163nh0wgdpenkzhsfrpwxaj43g5n82pjwpup78j,0.000526
osmo163ughqpmrv2xuupdldeqddrcrzfm5q8ezwh5gx,0.003411
osmo1649urevvpvlmljf3nwgsfmuq7uxnz8ua6djrwx,1.967004
osmo164egelg9rzkfter44qkvytnuz2a9wq7ht8re3a,0.01638
osmo16549jjyyjs97vvlyuh4rrg635en23pyl3aj4dq,8.798844
osmo165h0cw37k9lv4y6c5z25qfus00a76nra6mux9d,0.921107
osmo166rntwn043sj8xpkdwvrk6grts7e55k5uwvquv,1.009963
osmo1675luqzzd4l4vy3n3hrwlsw587855fp5dz56h5,0.30292
osmo1679yrs8dmska7wcsawgy2m25kwucm3z0uxyaa3,0.000735
osmo167wxjvwsd2q005efqvxkgpg0sfqn58c3fphkvv,0.000234
osmo167zkszf5qhwwkfkvy2dkcsyqqd7fge2h7s74ec,0.929403
osmo1682fv98q8t44yhrgzapz79lzzgdfp2mwapw3yg,1.0
osmo16862syzdtc6h0sxz92jhnjjas5yhhjgz8v7dxc,0.008331
osmo168uqgkqh59e45yskjcpjdlwllvlfkgc6jwsjtv,0.023511
osmo1696qscgzpma5jr69un5ddd3s3c5028u9gemqtd,0.948655
osmo1697eu6zsqnghmac28a2d30y3ffxehpzt3emn9j,0.023796
osmo1699hnv076nkrrhlgp34nnv7hh50q2lly4wy055,0.005895
osmo169sum6v42ctvrdqgl4q9xz85ykdufpvdgj2jfq,0.052374
osmo16a24tysqtre4234lafk75ptawyr4yqwp33z895,1.0
osmo16cqwm38yhwggwt872swg63jh5vltd0fvh8tgau,1.0
osmo16dgmlh68xdmaf07wlkv85jnfc9zc0xmp9ca3qn,0.011115
osmo16eh8fp3y8z2w0ftx9srkatavcte5rynw9cw9xn,0.001361
osmo16facdx50eramsgdkd2h8eywjqyllmp6qc9dj8a,4.12277
osmo16ff95ps68m9zr6gngs3rt442jr6079dyaexp9c,3.106733
osmo16fgawpzp0mn8rn6tax9n9uu8fh83hncqpxx68f,0.042214
osmo16grx8tj802z35zzechc5rhvzzcdu3hvkwc6akr,0.31533
osmo16h0jgc2p4cesym94ppmwt2h6r7sjac2rcw4fjx,2.366838
osmo16h2ynrzwhxgjnd0hswkvdvq9nav9kklqyh6mtt,2e-06
osmo16j6j24pfkrncl2c0l2yp6ztyekdhmahxy95gyp,0.915896
osmo16jkp75x28qyvdkzacy3kx8a704gpgqjjyjc3ne,0.072784
osmo16jx83655usvn9d7pve3l370929ud982eaq78e8,0.735844
osmo16k579jk6yt2cwmqx9dz5xvq9fug2tekvjnz9hd,10.0
osmo16kwfnfnq7zuk75vcm6dyp8nzcxdfe6ss2dd90t,0.00818
osmo16kzdt0z2kplhsxgvherrjzm65qzvz5rj3m27zm,0.002908
osmo16l44hqt48f6pxkatjrx45dmlj2wzhqr9g2zc8z,5.4e-05
osmo16l5jk2m9mkfhe862wyfx5dyz57vrf056yvkuxj,1.00835
osmo16l5mcp4ar7cl646r6nmy8q7f5ujzxxde7h3pew,1.0
osmo16lp20w4j8qu3nvw2q0h0vrwa7dlur2appp2exc,3.352675
osmo16m887u7wzwzymfhr6hnqcv8lqslwarj803cs8n,0.0018
osmo16m9489yuel4vhac9fznestcl7washlz93f4j3r,0.088275
osmo16negggxcs5ad93z6f2tvpfnyz6nnydskshsjc3,4e-06
osmo16neztps7tjugue57v4se2jr8ljd3lg554u20ma,0.294919
osmo16nsxy6mwevx2lj8z8jfrphy0x4d9zpc8v9yqyt,0.424268
osmo16qxqm7vr3p7l3jxk0qqrxn4mu8z9vysz9ud7xr,0.01013
osmo16qzf44cpkgy86xfs4h3fxhaec693k7lgc0k0g0,5.0
osmo16r39ghhwqjcwxa8q3yswlz8jhzldygy66vlm82,42.222877
osmo16rwmjj3vqkmfjeuh5eujhujcl6lgm0s6j4cud5,0.020272
osmo16s94n689w54l98w4tjuhk5a54v6uxswdarj92n,0.031673
osmo16sknqh6mfamcymz5pjc4pe9xg0zrl8pruxuanc,2.0
osmo16sp25c8jvcs54atlkvmmaum05yu7r6l6mlyr2g,1e-06
osmo16tgeee56lllgwd6w3npuwrsquwy3cearjpst0s,0.008821
osmo16tq4fenq20eem0mj9f2rkq4nvq92r6ru0hgwu0,0.537892
osmo16txl4ftqww3n5uqdhrd89smwfatqnhd704qq3w,2.0
osmo16ue62wnt9reynmak2rxdrnh9axfpjld2qx7s4j,0.674065
osmo16uym5up6ec3tyjep90dpwjtw4ck94gp8dshmqz,0.125636
osmo16v6dsq7tmlg08cvs7g86776x908pz5hxmwrayy,0.0547
osmo16vgnvukm5w4np3d5lsw79r96qfan7m8rrcwada,4e-06
osmo16vvf4hjqjarfyy92hpkm4jtde7sxydn2sxl75f,0.420201
osmo16w2zra2jd8lvul3kaftdjgypntg34qh2qkgecn,1.0
osmo16wmd4zf9dwz854cmxmn8nfrx3lr36fr0gka397,0.019665
osmo16wwmrvkvtfp4a43htm8fk4309w2dvkuv2vs8fl,0.500094
osmo16x03wcp37kx5e8ehckjxvwcgk9j0cqnhm8m3yy,6.924326
osmo16x53h0n7v02z29ry4alghkyvrzxwudg56v0xa7,0.153529
osmo16x5zesk02evqhznmwz5uwjeeltnwmfcgnt32ge,0.090507
osmo16xdwunvp30rrd2g9997j27lh6kmdgap7c67kla,2.0
osmo16zy2dhcq4a42n322u5gdl5qg204ucx528nqnwx,0.016095
osmo17070wwjhlurczgm9658k7p9a8ds08shjtdf822,1.005627
osmo1707escgqp7th9d3ney5a0sr2vypvcttvz57x07,0.125467
osmo170trg09799ek4fk7sp5s2f7s6n8yhyp4nw8ks2,0.886313
osmo172gtqyru7csa4tum3rp45zuzjkplk9as63hk7e,0.022875
osmo172y5tmtx47xww7l5pss62zxvqd99apf68gfmng,0.65
osmo17304ku5628k0jz9nhtzcv7tzef6f357cmqv3eq,0.01
osmo173724gj8e7xxhehetds5tfr9rypwx57tex9p0c,1e-06
osmo173eda0gcu37as4efk8lmvd8h0cvqv58azqfk4d,0.059962
osmo173f044dwpj04xtcdkkpndmdny35lj4af9em7x4,0.244134
osmo173k74w7c3pd9yfjg0mervs6kmcmelyr8wndl6q,1.0
osmo173pyhed0s3hfg76ggu8zt2jqu2sqhf8ee5jgsy,0.088311
osmo1755u69402j8qwsqgngflsu9ezxvqta42msywlm,0.022336
osmo1759qud67da7f5x2nrdkqxgspd9v7eauep96gxn,0.002603
osmo175d6gx9mpd6gg9ed6krr9r3h3l9lv7rwzerm3t,0.03735
osmo175fm40ejc9svlampmjee3ee3wzn6qj55nvl7rv,0.057637
osmo175gv0uas2sk3jay47pyy7n8sw7yl0ejuya3gwk,0.009477
osmo175tx90yzqtwv2y2523kae6takv27ljmlct60w0,1.0
osmo1774ydury9wqw872r9f8lrjj3srec8e2rly2laj,0.238281
osmo178h2jmpz3xwenl3du920zw3rweq8u3elfustx7,0.986352
osmo178ldagr6x47xmr7pq8h6t0k3knkt5czup9n29f,1.0
osmo178wsr62lq25crpvag0r5wep2jplw3jqvwnwavl,1.205238
osmo179cl5v7dr2ww8crpeuevfvc4yy0e79g8w2hstg,1.997908
osmo179g3letju90228hmsvzz00y9avewm549378tgu,3.0
osmo179w0gk3zzr7ekq9kfawl45sce9fyc5yc24fn8r,0.175098
osmo179y22enswrpt6uxw79zxjd2la2g7eht8n8flvw,0.121465
osmo17akxx8jrv5syrw4dgzh7t3qpp3x67lnpw5tc3n,0.061799
osmo17ape0gst9pqfmwu52hqdm28ggs067g7yfapucg,0.5
osmo17aq3d97lep6t5ftq8dp0ad4pc72xrhzs4shqev,1.049516
osmo17c030mft7wg6r9cvchd2jfcfldhczjwj90xqj9,1e-06
osmo17c0u77yaqjtgkz2gn26gf3n6p3mdmyne786m2e,0.511078
osmo17c3jqcgzhuzx0yd55ut2xpmgh92udmh528z2gn,3e-05
osmo17cyjmvrw8ejnymv8rfgfgf4efud7d8hfjqccvx,1.0
osmo17czz0ftq5w52hzcgjmwzx82u0a4d5fgnjtjswa,0.045652
osmo17d30h3rsr7prsanp45um2scljryp5xueg7h9tw,1.0
osmo17dayg5v2vhfnhczsyjwkn4t9ek79we8cryj4hv,55.468286
osmo17dctac56das9tgvmcmcck3wzfayjm0pgu40s26,0.018497
osmo17df2se82negf8jhf40v0mdey3e0a8t9fr6vysa,0.084151
osmo17e494ljcct8r04mdxcq3x9r3ne8cqkurtpfwds,1.082229
osmo17e7f9rh93jj9vvq38nzjygaf9tnq5dy84slu5n,0.0025
osmo17e8c2y6w0dqwkwdhhnltjcv0r7d24f6tl5ncnp,0.496187
osmo17eerappr8p50x6dlztcw0g2vvz86ekuqkm3v7l,0.023703
osmo17exchtwv8fr99tzktzlq8635ae7ke4zr6pwzjy,1.030284
osmo17fnnjn90gawufm4ah4agk5wwdqk4nm9x3wjfhn,0.276225
osmo17fsmmnykfjq924f0ju73q6dqped90xm4t697tu,0.001975
osmo17fzqlqml4tt3hc7s4tpkqesm6wg9cx8qmqk7em,0.005459
osmo17fzx4rvw04586s8f2c2vv53pe3yypu0cx4y3tw,0.125509
osmo17g3wxjfy0sjr5elacp9c2p9m2wm00xntdc709a,0.068698
osmo17g4j0vwvlnl5r9wakx0v7ny4pgjskgq6ss3n4w,0.009414
osmo17guyrfqplultaaw3ad7m0s3ggrmactywq06kjd,1.0
osmo17gwektezwrc798g3pzmf6tn9agt5k9vsgl4w9g,0.202907
osmo17h3uhxathxk6a7u63ye6g24pate06zrma90jhd,1.442919
osmo17hlmwz6kcd2vs2c8dh8t62n8jyqv6497frp96h,1.4e-05
osmo17hpcn6e8umnkmpyxum38gme3m0j4cg7a5ckz28,0.953434
osmo17hpg0ekmlv7q3qcrzkc0gkrrrytzfpaysf2l64,1.0
osmo17huxs6rlnk444es8h5jv89wz3y8avlf3zn4thk,0.007729
osmo17kav8azytka7486y92e6tewk2sh6r8erj7yl9l,0.108381
osmo17kgd0frfwzq9d7a8rp2k3sfy2euvlrdcjq9hju,2.0
osmo17knx6xzq7l3sanrxymvpyep3nzumvmn63w6002,2.730731
osmo17kpdmsnf9xatuenm4jcdselh0gnsfg9jf3cfhs,1e-06
osmo17krww3asmz8enys049erk3wkunkpud39k4h74x,0.057215
osmo17l4rsnfmjhp6ysjq8l0cuka92jydy7ntlp608d,0.000216
osmo17mrgrpdyt2e5a35zr3ej0474s2j8824csawts7,1.006743
osmo17myqpk0unylghssswqd2u24tm0j0w9fuq6yyjl,8.792751
osmo17n29htts9z3wd0ydtq0uwsxtpw0hs0c5humkpc,8.462038
osmo17n2de80m3mtz7yheygggqw2wnta5665t850h38,2e-06
osmo17n4vuetssvx09say2p0ekjjgv7aa8z060nfjmx,2.0
osmo17ng5jlpx47up539f2ujvwk2lqswt7dclfu6p84,1.0
osmo17npvp9a396qnqztsj2ns5y35sxx2l7kzrm72ay,0.014604
osmo17nuaw345mvg2k5hslnhrzs4ze2agjsap6yk7qx,0.74538
osmo17nxh6sctdgufcm2pt5wr43w9vm7n64cfuev700,0.014003
osmo17nzlp3ht3ucpdv67d9clej524v50r6srd7jpet,1.706474
osmo17pjex56570cmxcsg2er5s9hkgvt30n5gqr86hu,0.051411
osmo17pz7rlzlgsne9luslvxpchn5m3p5fgrq3jml35,1.897394
osmo17q46kv0ulh4j3wglusmfgndnpzghexazapjqp3,6.6
osmo17q5weyq0vxlpaxfs254yyewv4j9l8s0ydqkanz,0.119018
osmo17qfp6dnfezxylpjyxxsmmw2qpgmsjewgy93ge4,0.427881
osmo17qrfgsyepv3mk2f29jkvf0y7q0fnyx7d3erjfp,6.786615
osmo17rfseqxlc6yzr499h4epwty3fdv0p39fvfrks9,5.020069
osmo17rjmf8q7senka2cmu3nhpxxns9wx97mf36gv9w,0.959748
osmo17rwdyl39yn4r8xjhd6244cqc06qlptrec3q6cz,0.000168
osmo17rx4caclnlkqwlkq4hq3aq0cvj993pnfqjcz39,0.223964
osmo17ry7yg9d55sjrtdh04xe7p723p9ckl2y86u28v,0.023728
osmo17s6ucafgwc9khrvgphemalcuxz2lv2ucds7tgk,0.688874
osmo17sael2kcmm8npe2pmkxj3un90xfg60vvuwha40,1e-06
osmo17sf97quhvvhljc0eungq6t64h7djte58l7xsf4,2.3e-05
osmo17szv873pcrvx7wde7q9n7agd6zl3z0gepanux6,1.0
osmo17tmgvs92hupaaaqxd6vx4qhtj6xe759e6uneaf,0.049689
osmo17u0djwa0z3y9e829w2u2g06tr8cd3x9p5f2a35,1.0
osmo17umty3pp23c2mzdfudezk8yuaqua7cc3u9vlyg,1.0
osmo17urqyrawvju9u3t345d6v3e5ty3mk3hft3aa3v,0.034168
osmo17vll5t2xkzpwe7yuuj6zu7apgggevxcwnwfkwl,0.291268
osmo17vmqk3muedacn2ggh5kgk9d2hsayc4qhfa4228,1.0
osmo17vqcum09r9a3tqhjhzd9x595g7u5ytq3xz5v4f,8.646721
osmo17w8uz3lxr3hyu76ee8vfawc7mxvkd38jsfpkg4,0.231147
osmo17wjj4e4xjlk6qtdk3uw432vs3pmvkv0d3p3wlg,4.128021
osmo17wtjzq8fuclh0jqlzrhzd0kpwuq0h2hjuyjt6a,0.044629
osmo17x50z4t8zsze5amk0m98tg26cscuvzt3ngjdfe,0.001788
osmo17xe26vg2kjpgy25wtzpxurx8fd9nxex0ad5h4c,1.97579
osmo17xjs0zmgaxj6vt58uu6j55t0g86cw05flq2rrk,0.015
osmo17ypesa5630raukqnpmgdll3n0c0mzfpkmx0c57,0.360812
osmo17yrzllqlld2rm88eaj0lvtyxsvrp95f37y5zf0,0.501318
osmo17ywau03pe0jfqsa4gqmzjychat579r7aew2ll8,1.0
osmo17z8jtqskn6xnyqmhhk2sw62qm3az009x6lr425,7.676261
osmo17z94vny5np27qdms3pf4c06uts63zvh8rgqy53,34.715716
osmo17zae54834swfz7nur6hnzf6wqh9vsfrksgmq9d,0.99649
osmo17zefp2q46ats0327lkag4f8ve5zeljeccxyvs2,2.0
osmo17zp8dxwj40kw0998gv6x4z669cl8dsj3u5g2dy,5.928423
osmo180c39urf2eekhssxxq2pn44smx7zw2r2sskq2c,1.0
osmo180v0kukrnjnpmw2y9ey85wrm2ckju88qyn3jx5,0.834799
