address,osmo-total,ion-total
osmo18jmylp5ddfhv4gzzm0lrvk92xy9aa6x59s94zr,33500.782384,1.015477
osmo18jtj2tpzcd6vd0kkdcfdsymgzlmclw9ef8w4s2,1917.820491,0.014574
osmo18lau6n0f8jzz6cr9k2mcm4lyylkwwunwgmp7ef,2452.299184,1.206667
osmo18lnd2qfx3recvrmk865twk32jnllgacrsf0eu5,9160.922913,2.659111
osmo18lnxwzu4dtxlam4sxm44jmhpyalleeysdens9e,1588.619363,0.006605
osmo18lphzxcwgch88ymjcflpkhef9xh0wtqz9m58wc,4173.338862,1.010537
osmo18lrg0wqkee0zya0h50h5633pxnd4a0wujx3km5,131.763719,0.001455
osmo18lz45r3jznse0rxrfn79mxeepwt8kt0y6r7t4u,630.737724,0.5
osmo18m72jaj8w4c08ss2um3329j6gq375v0t69mcff,2637.865279,0.932204
osmo18muyl5yh9mr6ma3jkmn84kyy7jaxgrqdxhwqgu,13473.605086,0.915392
osmo18n3vlcthxv5s2s4zgjdrjr5a6lw9e7tm09jk8t,2441.131475,1.0
osmo18n74je3xy227ckeye853f7f2qnsl49hfy8ggdy,28.241245,8.9e-05
osmo18nayqvxemsp4atf77lhpd8ytcc5w0ut7tl2huz,7264.710359,1.0
osmo18npp0s2tffdx29qc0wrw8d48xrgcx2apxp7t68,15001.092376,1.0
osmo18pjf2rcwgygzt26d0g76z3fk3znh693pxham32,120.094781,0.006444
osmo18q5p8wefj8h0em27dqenrha84zuaqn8cdqqp2c,442.359832,0.030321
osmo18q85cqsuu97hpu7vn54433k86cxv29k2yphfxv,268.041244,0.010908
osmo18q8j2fddv6k33rzvuvwdjenapkmn53atdzxlcl,3042.616548,0.385436
osmo18qnppcmadr75f5y5n25uqgq3snrktx3325ljt3,3628.821417,1.012788
osmo18qs6jenjswr72gu8wxcfqsgtcszkz038vn90jx,469.398719,0.002723
osmo18r44epe6ju5pa5vd4rdf8yssqtrpjhzd7t6tt8,77.678766,0.010767
osmo18r72flynzn768us36dygfn6c6dn7gtmfdx30tc,352.055424,0.547382
osmo18rdzwdpr0nsnds0ydqtcr4nuxl7kpk0tr3nag3,184.419039,1.007405
osmo18rfz99kcvafcdp6d95kwmu9gu602pxxjjvlqen,0.408443,0.000219
osmo18sjd7we6ud5qxlggqnawlwc6jnshftgac4ypm9,331.313346,0.015852
osmo18u9qxcff3sylzfpeqwe9p5zxcu8wffsz663zz8,3380.160366,0.034266
osmo18uekcazhharfnl27e67jw82xzt0thqm02vfxch,10173.104573,2.75439
osmo18umk4jenevvqvwcsrxmev65x5n76ml47aem3j5,56213.795982,3.0
osmo18v9z53lxlwzc2mq0e4h45cmr64gu2g6wjl79l5,6763.104838,2.0
osmo18vl32emp67szy6945dt3q2lgnq5hv7jjkmzznp,7390.60877,0.277841
osmo18vtjpprj46cz4kvqk0wj759vqsckycv8yvn0hk,46404.863363,1e-06
osmo18w9gvt5ejfw72zp5xc229862uetl7as4mzngtj,379.409712,0.183975
osmo18wg80p26wzjwdggclux0mzeetdapfhjcld35ur,6605.925047,3.583194
osmo18wkxg7yzpa8dctcdm8p2cgtux5v8293ka6pcgu,168.247369,1.0
osmo18x33kwxnexlz884d38p2hk24patq4pjsl2fy36,652.945355,0.1611
osmo18xhs7tmx833m36y7gvq9y4pqtymuu9xaqj4e88,2816.295014,0.805551
osmo18yn2hrfh50rsarrcg4czgtq7h7mynl2u8379qz,120.206228,0.994163
osmo19002ghhvt5ywlmrd5gsjm7zdtedjvsesfx47kh,1.389184,3e-06
osmo190f36xptgrpdzdezf285c306jnvgtzvr5t924p,38.070247,4.016662
osmo190tzqf8ldp3dvhgg0zfuevzeseqnvclv0nssgg,206.096107,0.008668
osmo190vuy48awvz70uydlujg745g3nl67r436a2h9c,251.285764,2.0
osmo190wd7qz430c9u0jq7ngcwv5r6h7l3yps6nn3kj,34.494215,0.991026
osmo190z98df20e5c3emx9jk9v8ktlkd8muku8zczq5,852.547357,1.731444
osmo192r0h7l7mafa53hpxakxqyu89q4lq2e3v3dwas,83.321063,0.002234
osmo1932c3xx2s25qk2c0asmj5d364d8e8q8tsq04dd,3410.506142,1.03398
osmo1937jpphh60klzw5nug8acv8vzu2rrjyafvjzuf,1526.332767,1.221442
osmo193q55wg7xxrl7yk77cf3n4z65cruskzspsj4ml,47317.506896,4.55739
osmo194kxjn0gzvzanez00v5xyl89jp9u42uulhlm0d,0.03,0.022838
osmo195929rxw30rqjrcfvfc8ncsgugnpv49r94tkar,247.666431,0.959686
osmo19592pdljcfpz5um3r5nvh3zy0v8wvf6wdwd8jf,193.554892,0.119353
osmo195asqpj3alxd3kuus5ryyh7tn6fv0xkhmpa8cp,2598.067236,3.115968
osmo195lptujc2mqzj5ajtfg2l0x94rcuw6553m5cmk,320.853598,0.265523
osmo195z08s2qj0em8pzyyaqm5l29p0w9vrdevl7cdt,13729.433473,0.015884
osmo1968mh9rmp0p29k6yzqxn6se4fca23882w0vlf5,472.459293,0.931068
osmo196ax4vc0lwpxndu9dyhvca7jhxp70rmcpv4q4e,114502.182787,4.000011
osmo196ywd0mhv02n5rnqctd5rt9kwk6jd3ex2f95xq,772.111147,0.10335
osmo197a6us7p4tlazj69uvjjd3yfw9jkwaq9vd2t8c,0.384731,2.6e-05
osmo197dq6ehzafs7vqwa73yhewyktg3xt4uca9yt3c,54.936642,0.302301
osmo1984xcee3ejd65w9zmjr2stawy7a2nqzqpc0gg4,399.103376,0.008097
osmo198eyygmzhedrprgl7x3manu3cnx5qgdteygckv,0.0,0.125096
osmo199jn84a8c6hauhdx70vrzpagn8fwfr78utesr5,5.329958,1.0
osmo19arx8wzy4pwdtf7tc8tk349ham5lemgxwrnjl9,319.07413,0.038367
osmo19atggawer8mzqm282dgjat052j7nq76rk5dsks,1005.45792,0.413953
osmo19d3d85jd63x4akrzsynfs5707xcmv08mz0d9r8,121.070458,0.002218
osmo19d6auavdsxqv3jg8g9qrh2hsgg2wn4llzfny6y,1339.85821,0.190915
osmo19dde6w7akqt3uwluh2ypvyezztd9w2pusanccl,540.964477,0.979169
osmo19djw7v6w8w66jvnsf5sjhzwvrpyfjfhe949g7g,0.462886,5.1e-05
osmo19ea3utr5qjwce6egvft8h3x6t0srldg86lszdu,0.002185,8.118254
osmo19ermh305nh59uqjmwqvd7aekvc6cqyglgl42c2,355.202943,0.183684
osmo19fddhpk2errrmvd4chp4lmx6rl75ydqjpes5ey,3.663425,0.000328
osmo19fhpwv6gdrf9fqdk0y6m8q5n475kzr48vl7exm,53.686179,0.001997
osmo19g2rynuj6u5a4a9m5e9g3hv2m7rdwln2trvrw5,3808.927501,1.0
osmo19gcmdjeyhh54v5j4xgsh0rv342jkqhzkfj6tsx,2056.527144,0.260578
osmo19gqgjg3qwvwa5l5czxfkd5dadxejrdc7dsfn36,383.016858,1.0
osmo19hfryyaa6xqn600sk6kz3wg4584levwp6lrftc,5787.581059,0.680177
osmo19jacek34hcexu8nfm5nwv4xac6m27rvlrj27yx,139.56175,1e-06
osmo19k04wxgq2ykuwg6ex4dm678mv88jp6e377x5q2,10.115733,6.2e-05
osmo19kcazvgqzt6u9qh9fq7j6u2nym8ymcjwpf64xu,168.539555,0.48931
osmo19lcm9zhkv5qq6whp2mx47qzg0fm8ka8w0rsz05,2306.543875,1.34304
osmo19lqw6tdysylq4pazmzt0g8xwmygh6f4nk2cman,323.451985,0.000736
osmo19ltz27ewvd0g6gk66psfhe7af3g2kl6tdd2x28,723.17606,0.721904
osmo19lx6uh4t9w5u7mkxpkfx6td7kz8l4ygcas7mev,48.737843,0.006861
osmo19m0fd872k3clqldudx6lrvpll50q5l3gsc4duf,226.427226,0.051849
osmo19m2hz8gdwg495cp59xz7fc28rumanmyy5qy8sh,106.930963,0.011555
osmo19mrfdeq4gl6fx5srsu2w8a8f9vcxha8ez7jyrw,44.99475,0.000541
osmo19n5hs6sw6ph7x8mpk5k3frw5844ak26x2vm2ms,0.0,3.989308
osmo19nrl54pd8y4j4h6j9wgmkehkjug57tu8jt244n,4266.598978,0.354959
osmo19nvkp97wnmtphc9jcfdqw8plfdh4ktxr8k07qk,2085.692017,2.0
osmo19p3uzdflshsag86g3z7fqamm5e4hz67z0ges6v,4049.073989,1.0
osmo19p4mvcffun3wlnjh5nt0kktu85ed27dcmhfa3p,165.796865,0.561578
osmo19pf3x8ml68q3ju0tp8fs8qgs0yzwx05r8y5fd9,5302.406099,0.10083
osmo19pkgd5r0h282jze4u472k6npq9ufcq6tv7gg39,2115.64378,0.10086
osmo19pmfjylerdheawryjsmryw96stxvjctm4n68x8,1092.128297,0.979129
osmo19qc25l2nwztml9nvhqpg7y55420uvg59v8s9u7,15215.317999,9.163605
osmo19qcxmu7vegurp82tcc20gpnf40zgsdmcl3az7x,6.505867,0.175826
osmo19qm0jvvdm8jc7pcaa0h2tduvr8fzyvs9kqtuep,6959.241651,1.0
osmo19qpsv4lugqa3hlxd2e66zz6f60nu4t5hzx90jc,209.730581,0.022709
osmo19rfqwv3equna5eyypmhrw7yvc0qz0y9meu4e7a,5676.104677,1.014872
osmo19s7nrzxwlwwt4pdk4dnk9wltnr67w6sd34w5ag,4385.66214,0.722055
osmo19tkumrse0kyjlku8dudv4lrmc2z65u2rh7w28t,2601.33557,0.03487
osmo19u5qeedzl76jp0dv5lhyccc2dht55e2wgqgtzj,4944.756767,1.004265
osmo19u9wnvkkec0wy722ujcvmvllj7e2y0rrg090l9,71.778987,0.009026
osmo19uhhsqrme4xatr4y27hqexplaqu5yj9a270mae,96.566453,0.002172
osmo19uwgsmnnx2ku3xenfvkjwglzu0x4w9fp9cez2r,1064.240573,3.813298
osmo19v6km6glzdvksau78e0r7y2larm42qagv5jlan,217.035789,0.145589
osmo19vrtwncnf36tcs27w7ye4yq7wtg0dkmurskk9l,1440.696237,0.000568
osmo19vs5dntymm6a4xqf5r0gl07hfhastfvv8w0jzh,873.257043,1.0
osmo19wf22ssraerez6qslj537pjmtump36gg4hakmc,8.363508,1e-06
osmo19wh9g3vaxhrf8q98dtdftdlh0wplxc3uq80mzd,3749.63742,2.055993
osmo19wmrprg8pf9rgljg37rkszwtj25vg2zf2qnck6,7677.681477,0.177464
osmo19wnt5h3ae6953k2xlayxdwytaddt0fssd7lqpz,24120.724444,2.0
osmo19wwykpyqvxpedxmdl3es5h4knpw66fkw9y88cs,589.709031,1.0
osmo19y46szjrlerd2ccsqzz6jc795qs4m3u4wztf5y,655.951505,0.430032
osmo19ydf76km0un6qjlp3820c3sz8dyq0fpr0fjhn7,451.022038,1.0
osmo19yk9vl5we6kgumv0hj84pqpjqnzje22ffqt7d3,4354.686194,0.012706
osmo19yq8aeg534cuzf8el5rysn98dlwm4f8g2axc6t,11.412072,0.012398
osmo19yrdsqjjsg78vmqaqd84q2wf84vj2n8vf7lamg,29.85642,0.001409
osmo19z54fsjd5m42cyfec0sl5pa73ppff8deyh5wjq,727.377726,0.22831
osmo19zg0wf09lmgut2c3whgp4wfjdlsvarfstwyjtd,306.75629,0.008038
osmo19zt3lept54w38pr9qxq6j6fhy5rcew60puuhyw,2176.661597,1.2946
osmo1a04crkdu2kg7en65tj0gqkgr4zsls707rrk72v,2352.919625,0.847584
osmo1a0g5zqqsthxstdcfk36a8vp0xy5h8v4dugzsdu,2.132751,1.0
osmo1a0wawdhpl8zf4cwslmn47xhrtwp2hx9tkr2ghg,160.680686,1.0
osmo1a32zav5dl7g6ldrrlqrlgahwnvwnjz935h83hk,30.169696,0.047736
osmo1a33utnq4435anmxfhdqe5dye4e3adzs3x56p35,45.644341,0.014837
osmo1a3n33ueh8k4g77r7579l2nrhhz9tgnraucgew9,5.852918,0.045198
osmo1a3nuvy2rc7vepyrve9nan6ng8lzma5mj9h0e37,931.758319,0.025405
osmo1a4elz2zltdxjjlps5zxqqw5hxvv6fg3khjl2qp,7565.531208,2.509713
osmo1a4ygplha0nnvlt2j3nmx5fm35uuqwggvx8rwrw,100.170533,0.004574
osmo1a53udazy8ayufvy0s434pfwjcedzqv347h34au,185244.548978,6.776065
osmo1a5emrxw9jnx5cj4fxqpmwdjs95rhrwtnk768ag,14.150384,0.052948
osmo1a676wzratp5d9llveqc9zp9fhd3xau4mlkersx,2191.964754,0.001717
osmo1a6crnqee8mj0uresu2anl5aja4p4nzz29j62rz,5139.410576,1.0
osmo1a70vsnz4ps02t2l4m08ufa353cx5ywd2ep8eyx,704.720918,1.987662
osmo1a8ew82e2ezv0pgq7ntknqjzlnrkdele7x33fnq,3413.447225,0.310409
osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38,2328.590093,1.007972
osmo1a8lts3uuvw2a6q9yucvuhlmp4lx3c2w3qj5g57,14.151604,0.052953
osmo1a9fzkadrn347lzwr2wfzn9mvg4a5m0quv06vpl,2779.653212,0.700204
osmo1a9gzwgqf8069v9j500paye5dm2p54tlxwn97ge,16.147144,1e-06
osmo1a9kpek6dl4cnc68tvud5sv9hczkm3509m60m8r,879.021823,0.001277
osmo1a9l4dq6s44k7dk4lx0us6g7xsunartz8tttrsr,7552.37745,1.394192
osmo1aa0ut8s9h8v3mu0qgel92322t6raq544mwpvek,371.873535,0.038615
osmo1aa0x3zw9wr68d93sj4xwuh6dhd8vk3y7s3x3d5,46389.399121,1e-06
osmo1acegf3dy7d8g74v3lryamv6jgqlsfy98u3spch,5087.236106,1.359737
osmo1ack7w9dy87e3zw562nc9dz364r6gvamxm7rurw,3666.032682,1.086096
osmo1acm7jn8gp6xrqxjxpmas7etxcy7xepswwv4jz0,1017.254867,1.001181
osmo1adh3zxewj6rhgxjn46hrpalx5qmlveadt949nm,7195.806688,6.374742
osmo1ae49x4agussv8u7953neu3fv2z7u9w6szw2ygd,144.404068,0.038145
osmo1ae9rkls2x3wx9rrl8qt2dk9hk7yw2wgue762jc,1393.514497,1.629834
osmo1aeh8gqu9wr4u8ev6edlgfq03rcy6v5twh6levf,1240911.01125,8.3e-05
osmo1aekcc7v4c6vxvcx5njmer68y8rrln7jxphygvn,5008.058158,0.392127
osmo1aevcu0r2zce60pesnlqymqnhe9sufazfyx4g5j,75229.684596,44.288132
osmo1afc49t7efvjdqzf6jgsyycj7vrqqe7ml246lx9,49622.921286,8.436231
osmo1afpgsrwpf0rnl05xg2pgze06yyrhrke85ptz87,0.03,1.303027
osmo1ah9pmhxzwdha89ukq2qphf05y9rtzrklf22zcl,77.716029,0.005019
osmo1ahvc0taf6e352au0qqh0ldq5egzv8j2lv0ttcx,1428.623557,0.03536
osmo1ajfp0je5skdll99ephrkw04yh64gvvkl8d697a,240.111556,0.042613
osmo1ajhkz8038d0z3hspgmxad2tsezkchmzt6zua4g,3178.655432,1.0
osmo1ajl8ga754hmems6c33ljxerxvpw9detpjw306r,15823.142906,0.790174
osmo1ak3s9g052z5fnvh3a9vq6gdcfz6rctsqndhva9,555.917473,0.5
osmo1akgcf4fe00j809w9t7cnnet0elsjjq46ezx6ma,76.79864,0.063511
osmo1akhswynqs07zj5p2k25r6s4ur45qyjnre5amzh,9943.970032,3.092914
osmo1alhuer5ma9sjquznk52df9u9p5w9atrw2ft8dw,40.554982,0.000666
osmo1amc9jwwq5sahke4tkk48673fz9nj6qr3ukjuxg,14.949011,0.059962
osmo1ameehj629evx7q0rvjtvah5rdqhgwgj7u9aynm,98022.94866,4e-06
osmo1an76zp7gck8xuwtvmcnwe9ct5eg52wvsfxs9cz,296.93152,0.460964
osmo1anl8kywtrdjw0npz50z4h9f45888chg6khdkmf,152.741406,0.009476
osmo1ap5m3nw7rd3f5pfc38cg3vwau5wz98adghs4zg,38335.113429,1e-06
osmo1ap7lezdszamz33jvlc2jdnfalllukrx9rjjz94,1.012948,1.0
osmo1applefuzrr76zvfgj6396kwsn6p7xjf9j7tc9x,371.763365,0.182139
osmo1aq7dp5wqula6yqgmp09uvgdgwlqjssj466wc7z,1.887953,1.0
osmo1aqds9q8yu7ckjsxukmhqamdh24e8z5cp47ttju,1.674453,0.001121
osmo1aqgnutuz37u9y53v3jv2rgud6anx3ydvt02huj,0.063045,1e-06
osmo1asfkx3azcttu0w0ee37jgvt5y044c5mm3drkph,0.256945,6.7e-05
osmo1at64l8swyqnfvm8lqjq4w4hg0kt92ucahlrpqs,2081.823522,0.124306
osmo1atevshfyd6sdmydj4wk508gh99nrk46kfk0wpa,5550.700672,0.000745
osmo1atx5dh7c85j4ldj3c49lxa8ne06lqepzmgl5g0,14.10382,0.05276
osmo1auka50cuw950tcq5ekr59am3j3pnnppjr9vc5n,0.03,1e-06
osmo1aukdvsg8yf99wnn8fmhlt9drq0s4jmdtfy2pqe,4759.081558,0.023823
osmo1aulr8cm02nw5z0kh0l9xd7j5g4kpyw97fp8htr,140913.856779,6e-06
osmo1autag7ga8cz8klnjanw0t9a4tpya58490sd6n2,196.331585,0.04681
osmo1auzax69g433hztcf629karpl230c8ud2jymwz5,2193.697682,9.558286
osmo1av4x6rcnp5gtv57gplpkv0u3ahkpsth08hrc77,169.16648,0.002727
osmo1avclnv4gtxmlqge99q06fwlrpafypq0k6qfc2s,5658.756678,0.751442
osmo1ave708489rzrj64ce2xq7ssy4s4cs4f9c7rvfj,993.453766,0.925419
osmo1avem2t48hzkzg3w2x0c04s08jpr3d2mlaat4rd,482.905597,1.0
osmo1awcpg5g2l2mavpd9t90ca2py2de0rvq80heyq6,0.015012,1.2e-05
osmo1awe233m3fzwq5d7mvutcerdndww5gxkrfupsxd,804.410748,0.000219
osmo1awlntjfrmlq07kwr5ukwfvez46gagts9mwgyzs,344.464464,0.502305
osmo1awpflkaj937pkn6ws5f048hhf7jwjg8fye5455,62745.528323,1.647137
osmo1awr4rwuyfa8zp5cg6s0acltg2u8ylnglj655jj,22158.615612,1e-06
osmo1awv7zk0phfwmslp6fcqfgj4wuqcekjf3729jmn,38.26863,0.005893
osmo1aww500ndp0hlkh2hpn6fnhnwxtxpyqtr2z9aku,54.789026,0.500213
osmo1ax27vjjd56lf5zatq2j2axahgqgt9dlmvykw30,3298.454052,5.353496
osmo1axw0250f5grefkp9rms36sxd9rz9s2hsncwdgp,2453.445054,0.467069
osmo1ay75clhj28z6yws9fjk05slkmmzvrrs7yhlydl,22374.47798,0.921301
osmo1ayyf27k2758u4wn0mhy929662lmcsxhmwqdx9n,273.753578,0.027934
osmo1azeq452qwrxmyk36ayd4hfjjtcndhwvg5ynks6,596.853142,0.040811
osmo1azl8d4w3vmxe4pv80xw2fwyphzr23kqzp2k796,504.622827,0.2
osmo1azutdy6hf02pjgc207gs02ta9tm869rqd330ra,650.5453,0.192497
osmo1c0829zzzlm7lujdf8nn3mrhmg9zjugqntccjm6,131959.616973,5.0
osmo1c0dq998sw7mns8acr0t4z0cxz9nzsftprzdern,63.157475,0.160654
osmo1c0jpzyr7r99s5uu9gzc83axc7cn0hh2s7wp47x,1871.920756,0.233861
osmo1c0jz50maynwuh5zye43uhqqz06nahpara4x0e2,250.03,1.000006
osmo1c0rg3ljpxvf5gme9m6jl2h92dn4yru37kpk8uj,294.779991,1.0
osmo1c0rgmnxkz4k4uvgwge8j3v8yqu8pvrn07pxx6h,166.277412,1.0
osmo1c0tgr288s95g8saupkx46g6rqzh2g3cfkru7tc,2684.342292,0.018726
osmo1c0vya2lr5dfuarfucsln8usulecschvmz0qywz,849.267739,0.002478
osmo1c26gl7czsj5jerqc52438sqgeledr4lrqk4595,94.984793,0.776682
osmo1c2fl7azm6txp88e2mtzup084tla0769vt3q9jl,988.771708,0.193999
osmo1c2ukpte5u58n8m7nvqq9hqxl2fdn6mkx8dgkuz,143948.607116,1.682981
osmo1c2vntzhd78xvl5nxw2xtftt3ulk93cw8mwreg6,112.957966,0.036236
osmo1c2xzt6c52zuzecvj55t5wh4j8wekahqp85fteh,841.824707,0.483819
osmo1c362wx6uzfuncgm4t0rex675pzxq7nmpej3kce,1787.092248,0.844744
osmo1c3cen2nhsyh7u9p75hptkac6rnvjuxcf8500l7,1172.038067,0.647658
osmo1c3cjwtx437sakmucxg6mcjmxm758zlr38nu2z3,0.01775,15.088775
osmo1c3dt5vttqkr22xzm2tex0wc4hy5fv6jxaw5dwj,927.411596,0.372873
osmo1c3fx9z7xw09c4uz7r05zvml4pvpyfsed225x4s,236.236204,0.044295
osmo1c3npvcxetn6ldmnfd852dz07kkjntdxfr7wesh,530.901131,1.0
osmo1c3uhgyvzurgezzs3kc0dc2k43jw32cjr3th9t4,27642.111349,2.046176
osmo1c3ynnn0ra95ehaakss2ultxf7tsw79j9vv5f8l,3556.214278,4.218873
osmo1c3z8vh278t76s4jaep4z88gd503sy6em7lx94z,61.659669,0.14444
osmo1c428gtsn5lcs80pp04elz3x9n84mf53s45py0h,1186.274054,1.088442
osmo1c54amkr76yhy6v9s06vt2agvrhfyrr2p7m2vq4,4370.508839,1.70198
osmo1c54p7zylpk8xst40v572kl4327v7e2gqsm6ctr,560.744188,0.331847
osmo1c68tmjxh2sljpy5f9mad3as0rull4cs645hg8u,607.451825,0.070469
osmo1c7645856mljqjpj9qsmfavtren3vk6g9ev92yd,404.621115,0.012974
osmo1c7khxslxeh0dkt8j6xysxajyxm4uqq97phx6hd,879.927645,0.00596
osmo1c7s6z7ve5ztazzjpsej3dhpxpe68255lgq9rka,27.518563,0.000376
osmo1c7um4ysrvvm9p0qxrcar2n2fvqs87p0rmwh6cd,216.47724,0.078398
osmo1c8m8ajhaa6ukj8f54787wnewltgjagf05w8u76,550439.94339,1.2e-05
osmo1c8ypchv4dzlz090qh5h8jkmt6fmu4km85m9adt,574.706661,0.971356
osmo1c9cyawq49lzmcyvxhgc6l97x6a5gnq3m3ppac6,894.24241,0.018204
osmo1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvwhqw4z,614.047058,1.000001
osmo1caca9dnmhpuu0zh7w2jrsyqspl0h2upsm9yyvl,2636.168691,0.471303
osmo1cc73da97s2pp9evfp05ssfrcj836kz03qs9kmc,3.145407,0.00265
osmo1cd4e74wx9tufvj7r2ruusj4hc5jgw46fctukyl,23471.907082,1.0
osmo1cd9j0spak8lh5m76pqjfh7lprurgqlwf855e88,439.826858,0.135884
osmo1cdzmam6vcph5zeqvgkthv5rlesc74pskgca37v,1175.689643,1e-06
osmo1ceeqym2q878ek9337a5m7dp724cap00nhekvx0,186.070492,0.403882
osmo1cffrhp203p8k6za80hgssxagp0dsugf487hcdr,754.123754,1.015775
osmo1cfg5ukwy5flp46xe97zeq84ca5pmc9382djgwc,39220.008558,1e-06
osmo1cg79pj70mgl8xlum0rw5yy6enk9jszsrfyf8cx,7175.879451,2.049376
osmo1chckfyh2ttpx9fhu7r6nqnrsfl9zeptzmfkr45,5088.820665,1.760179
osmo1chlmc3um9qrs66g3afvcpwtexfnhdf3agcyrgs,3704.745221,0.379279
osmo1chnx29m596hpmy6yeuuxyg4qp3hw0h2wqn5vg8,176.003308,1.0
osmo1cj7u0wpe45j0udnsy306sna7peah054ufacx5y,149701.114705,10.0
osmo1cjlq3c2lkffkhrf89y9ufd6upn3zdpghk7g9g5,601.919314,0.121496
osmo1cjxnaf6d3gkpmqdu7kmtuxwgncqy3225v50xlq,5630.925443,0.981128
osmo1ck7h62s26z4xtuqgtdxesw5axjjcmaw2q5tlpe,2230.30505,0.044426
osmo1ckc4z334rfpdcqdz5a85mdtaktt2dtkm38qs7s,2206.556123,1.0
osmo1ckgqk0nfqaqs32rv4akjqkcl9754ylwrkshheh,1326.56151,0.511642
osmo1ckz7wpkq23uhksm8u36erx39g9p643lysgjz5y,1469.046441,0.100944
osmo1clf5zxzks4zgq9ahvyulmurc3cvxl580jvds5k,4197.366332,0.953142
osmo1clpqr4nrk4khgkxj78fcwwh6dl3uw4epasmvnj,90308.91859,16.00002
osmo1cm9al6m8d02yrhc6n8v5z80c0rmnljsf7wjfsy,723.141877,0.014597
osmo1cn379vkcu6pu5ypuveuyqa7jyyk9ccj56zjwfw,3262.740916,0.027936
osmo1cnapug7rawptxvc63edvudlq2ls34h5lprsluy,1210.728441,4.807143
osmo1cnch842gndmzw25yduvxjk540mnfrask9ar707,471.584926,1.0
osmo1cnskgpm8pasf628kzqs5vqlk5qk0y624lkucj4,237.307892,7e-06
osmo1cnvy2ezusqxm07x92hevtqlfnayr7yh3xrzat2,672.282999,0.171277
osmo1cpq7g8hy08p2z34692dv67ekuzx375qctjky2e,0.977113,0.000337
osmo1cpxkjnq58l28sy4sukxnl22k8c7c4fa204z4xq,6275.662578,1.0
osmo1cq6pyhyz8h06s524h3m7adalydyqradkr9n6rk,24.654358,0.005089
osmo1cql9ska0xl2rkg6gcv0np4333gn6fygsem64e3,40900.017395,3.000001
osmo1cr2m7cyeewszeu0mjgtsek0hpd04gzkx82qkgl,2243.320983,1.398458
osmo1cr5p4l7hj92swnceknxjpuwx2pjwtud4fhzqlt,6395.876621,1.0
osmo1craaul8czwtwndm76fdfxh7ulja2u4nrj8hmj8,14465.219225,0.881443
osmo1crcfaqsh6598gz7t4xr0fsa9s2lfg9j3j2duud,1448.046933,0.024844
osmo1crckdhfjpq4rn2prnf484fk7n239qtnm4m664y,4161.770071,2.883687
osmo1crqm3598z6qmyn2kkcl9dz7uqs4qdqnrhlqhhj,7812.679546,2.0
osmo1crrmcmle4cqycghyn609rtjl7dgr3zfhkhwtzl,68.036403,0.118463
osmo1cs6znshw6gt4cxynz69ra9q6d808waceavwhgm,98.276326,0.031273
osmo1cs8tz6rsy2rzv87m0qyw8zlajulnpy60em2hry,5.007141,0.018286
osmo1csl24xa338980yckumj6k9kejyttshaaktn9tv,2905.50875,0.022835
osmo1csl7spj8su669xzc3v8fjdc8cxrhvzpfk5ay8h,1091.151181,0.016494
osmo1cst952nudxnlzpq4d8tm0rrsc2pg3ackz320qh,51.303684,0.007924
osmo1csyetknpqgtw2cw4y5y2hsk0xmhx05lmnlgxr3,29124.023121,6.089409
osmo1ct6mk7n56hrsmqp6tw6yqlc0748ml6clxzm34m,740.21197,1.0
osmo1ctahqwn4et5yc6kawcv40f8dfr9ly202w9rv6z,3.61608,0.0001
osmo1ctr7hk5l2gkh7wh5dyukal3vyh35ryh65g504r,650.570645,0.63842
osmo1ctrntzv6gkeegm36xeyu3l4lf6hudx5alr506j,1831.029991,1.920189
osmo1ctvpx0hxpqh980vj3y8xqfp5vwqaf9stvcw53v,6.445241,0.003501
osmo1cuf2tf488xxx5gsju5wue3tv5lqctjm6vvkmkc,9259.969881,1.94082
osmo1cuh3nkf75plr6jh7d7p8hmps9lsp20xy47wwzc,3243.904798,0.0051
osmo1cuwcxtjmhfmy5kncxg78lu0fs6yljvdh3h78nm,9496.076114,0.092567
osmo1cv729mgsp6z353aa4khp4t5nk9sq4gg7y3z6zd,255.045031,0.032458
osmo1cvpp3z3ql6mhh2kt0am2den76cl36m9ryc7y4m,105.977592,0.003694
osmo1cwrufx4n25qxt0ct3nw62nes9n6awhcm7l0m4e,224.53,1.000431
osmo1cwsfntaeudpasw7vhf0qpknmttnll2nhjca88g,12524.650109,0.046585
osmo1cxa0jkscp8puyrs49fg6mm95yhcnwwk4lh20sk,835.806021,0.039405
osmo1cxdsmzcqfwscnmuun3knlhshfvrhgge6vdvhcj,3944.400455,3.205088
osmo1cxful6l52eh0aknkufwtwmre7c4lvhv3plmrv8,6455.850685,0.181332
osmo1cxxe7ern5k65v0g28r5n427xsprs7rn86u5dnj,315.471155,6.9e-05
osmo1cy7jye9jkg6k4h9wcurdcx7q4ld03m48u2g58w,25015.062106,3.0
osmo1cyhq796x0yw9qc35qhv40khp4zugwxwkhuy6px,19768.672595,1.324748
osmo1cz35xmc0yf750k84tvtdp2fyddte47tsrr68qv,1094.699551,2.591727
osmo1cz558xggwsgy9l73ee3pmm24scwa8zryzwumaa,5207.456437,3.354368
osmo1cz97guautpk4nkzrwfvlgz3xd5f6rrhy8v7chu,1009.486869,0.001273
