Address,Genesis Qty,Clawback Qty
osmo1k6496vg8vd507aukcqrr55nhwxjqmpjsg0ft6l,6,1e-06
osmo1k65zve5ze0j9h24nhh2mmzagyck7c93y7ghtv0,1,1.0
osmo1k6q2f7kz38jl9rf0jfvschjl7uh40yaqs8w8vr,2,0.002034
osmo1k6r2njf3esrf4kpldj03hmtk8f3wfsutevlcda,1,1.0
osmo1k7cl9ya9qq30c7m4rvg3823hrc8k80eeqgt56j,3,1.0
osmo1k8j0q5lrpptneswrld5rltkfq7hgxr7jnpdks2,1,0.3
osmo1k9gyrhxztfhcd8lz6e4ed9erkt4dvlmrygkrk2,1,1.0
osmo1ka7qn8fwynsdfhj5kegrm8w6vlrtnm9qk56uce,3,2.563842
osmo1kdgha5mecuz8a6w7axk60crjup74fs8v9drtyt,1,0.236456
osmo1kdt3yjxqtnrzea50harm6rglw3rxzh6r4vwt7x,1,0.698935
osmo1kefp89k9s3v94u0p2dh3hjmw5495n5t8l0g4ec,1,1.0
osmo1kg99k8wd67r0ffxwavgnxup7yk46rvttthn5gl,3,1.04442
osmo1kgddca7qj96z0qcxr2c45z73cfl0c75pnxk4sc,17,1e-06
osmo1kj4efnuuse7mgqfunxs7lfu49uggvjn4vmruxr,1,1.0
osmo1kjjsfm3s002hdemynl9ypz2c5jc4vw4ecum8et,1,0.994003
osmo1kkcl2qxx04l0wqhtny46w7wygd4xcwzt780ua9,1,0.942185
osmo1kps8u2700he26xrh29nvnvhy9t5z5wam5dymn6,1,1.0
osmo1kq44na4fs6qfwj6auvz6k0cv2u834t05mc22ka,1,1.060253
osmo1kq4dulxus3kzuy0vfdv5gxcw5k0fd7605fhz4s,1,1.287769
osmo1kqlfg2l3k55phuky8hqdl85hqk7pg0h92xquqe,1,0.760979
osmo1ksw60fz7qq6nh0w424xseazlxt50qrfgehef5u,1,0.187004
osmo1ktfdwhqk7870fc20mnlsqd060phzha0hecunp5,2,2.0
osmo1ktvnuysk4lz0westx7wg9q6rggz8e59zpqhnr0,4,2.446261
osmo1ku3pt8dyz70a6yjm5mf008j2lqle86nen9e80n,2,0.05295
osmo1ku4e49vfa4wez78crges4cml6he23f9t54whj4,1,1.0
osmo1kucpygly3ynswdf77ersas9ejdlp5erus6s5dm,3,2.694799
osmo1kv29tka3j0n54x588tw3rmz45cfm52nwahwq3a,1,1.0
osmo1kvg8medh838ec94gxdkf6ckedx77l8ftsy45ff,1,1.0
osmo1kvh6nggq5uyz85qvf92hftstl96dxfmudyzlv9,2,1.714531
osmo1kwstysea0p8stxe349hru6hfxc78zsjn3d2ksp,2,1.982869
osmo1kxykphkk82x4pk5nzq2kq5f2r6n69k73jeezty,1,0.985633
osmo1ky3djfwesztjunxgxtyn44rnnqeee0n82llnuy,4,16.55904
osmo1ky7m39mszht0rveq9y0ramqnash6jp5kwgdd9p,1,1.077918
osmo1l22dc2vjgrgwl73ef6rl6zp3uwr007ft8c5vam,7,0.050869
osmo1l4nxqhr5w2erxp7e4uwung2psavpcmzvxd87zd,2,1.838327
osmo1l6uzkqeh5jmtx9j89l27ktspczc090h7uu7elu,1,0.895483
osmo1l72wxa5ejk2yxj8we7grl03sm2fex6ry32yf86,1,1.0
osmo1l7s5a7vp9j7welu48g8ply3eg8mce33ch5400n,4,7.5e-05
osmo1l86ym72qtwu4j8a3l8ahhpf6qnxdpjnt34ca8p,1,1.0
osmo1l8v5nzznewg9cnfn0peg22mpysdr3a8j0zdd86,2,0.036679
osmo1laqefwck8mkxt44jfn7fnpynfv9f2utyx08qpk,5,13.432904
osmo1lc2c9smppna75hrfvycxqa0aadgstrh5ypvjd8,1,1.0
osmo1lcwxu50rvvgf9v6jy6q5mrzyhlszwtjx6yhapq,4,4.000002
osmo1lg2gjke0u9uag4hqh27675ju2489f5ljnw8v49,2,22.22553
osmo1lg93m6d4j387890dns4yes5wu9z6sqykwwwv87,1,1.0
osmo1lge4x4gre6vmz7gamw7a8f6u7pmwlsulu9ahlr,2,0.624673
osmo1lgtew9spzxfg2qxu4cdkczkkxdnuudc64c5tzn,1,0.867456
osmo1lgu66ly24wz0x95hkhuzny754hfm9pkucqhxkc,1,1e-06
osmo1lh8lw6zp2hjcmx0s9pkl38j36mqk6tffh8hslf,1,0.118651
osmo1ljfjvdg0hps4ysqtckmx87w3hrwv54knd3adk3,2,1.608612
osmo1lkm0qyhnhf36wn7g8uavuzqyh3vm67qh5zdasx,1,1.0
osmo1lktjhnzkpkz3ehrg8psvmwhafg56kfssu0kwa6,6,0.12
osmo1lkznpljvglyfehzngujl93l0d3elfvuaud7ujh,3,1e-06
osmo1ll0ctpdxs9zzr4q0dep7uundwm9lzalchkpud9,1,0.009982
osmo1ll75m8x6eja5e9fz90sd8urw07fefcqr3m559f,1,0.099794
osmo1llu7ld0hslnewxrcw0r97rtjwpd35a6nfzrj4u,1,1.0
osmo1llv2agz3zctywrwx85wd3805rsjyxa2cp8rlxj,1,1.0
osmo1llxjmggmyqgqp47u3x9s24xlg5l7c65pz253u9,2,0.878919
osmo1lqf2twxyau8zl02jf7mh9ahkjg54snu4ufy4mx,1,1.0
osmo1lql8dml3wk8c6qznwethcj4z9w8858e5txjzx7,1,0.721108
osmo1lsz4rqucmgfuaqt5ea4h9ms9npmtpwejn0c5yn,1,0.003126
osmo1lt3zkefmj9y3w06ca30fpnnx94gxk4p3jhrh3m,7,3.22472
osmo1lt5xan6vz8axn2e5srg3uuanu87au9ld7t5yhr,1,0.005264
osmo1lt83tymrlkcg7jtfrzv5370z9uthttpvljxzmv,2,2.008254
osmo1lu2qtcqq4lva2ycqgumtjzxpk7gymj2e8wfsdw,2,2.0
osmo1lv9a794ezpqn23k0qjja6p9z5c7tjyd528s07g,1,1.033277
osmo1lvm6vhlekszf37cq9wagd4pvktject0xlzyzs2,1,1.0
osmo1lwretg4sypzpkdk7t07rkaz34y85szlsnhlwtm,1,1.0
osmo1lxj8d0qp8dc6vvg4p38sc0hchynldu0zxaetw0,2,2.0
osmo1lxnx2swatgml8vc3785g558luxscm8vkh8azvj,2,1.249785
osmo1lzef80fkrqlj02am55yhasas4np8cmtrr5p56x,4,39.842834
osmo1lzhlnpahvznwfv4jmay2tgaha5kmz5qx5v6xe7,9,9.000005
osmo1m0zndpgewmsyeht79kcnm7993aa020s7dluj67,4,0.838272
osmo1m2szjtra8qhpuasjaeqla9ruj66vy9lhfekgfg,1,1.0
osmo1m3rppnp8ycrcwsvex3stsh2mg72s9xk4zc8mtf,1,0.064904
osmo1m4cye324c5dsj6svv2zmrw9jz3t8gjuhtd09v6,1,0.01
osmo1m4tqkvw22zgl4w9nyzfeyccnk696r6w7re0a5v,1,0.013206
osmo1m9dwd037y7ma059xsnzwey92xk3v8jmy5hxrc6,2,1.919199
osmo1m9w7qxe0umhnm94q9pw3er0llgtqwdw8ervyvg,1,1.0
osmo1m9wceej5mcfv33uvczvjn07hay9za7qp5sqrvc,1,1.005427
osmo1ma02nlc7lchu7caufyrrqt4r6v2mpsj9ztztcv,1,1.000003
osmo1macs3rhspu9fearxtf9wgl9llnw9xrz5fqfar4,2,1.884984
osmo1maycl9pr2l9zjnqz0w7qdf6qk4ddmag50yf6pj,2,0.020802
osmo1mc2nqf6n556wzwtyg03ajgquyzsntjm895f9zn,1,0.01
osmo1mc92962v5j9zfcxm0a34fdkqt36zrmypg0ez3y,1,0.1
osmo1mdc2va855zu5s5n37k3yt3ag7ur06nkn0rf666,1,0.027678
osmo1mdg6yhnrw2yu9mwmqlhry0zaus2yvjqzevlnhr,1,0.805021
osmo1me6xrxj80cp4smrmy2mwaan67spnsen9c54m78,4,3.25761
osmo1mehhrlqn6k2v7j2txa0c4vqc0s9ldl87242cel,1,0.839551
osmo1mf90w34uxzlxuydeetc2dkyc5c993rleqez6xh,1,0.221008
osmo1mfp7rnc93hdgl6vulrp90k2ur8ecaqtgdpasaq,1,0.0001
osmo1mh34g6jzdnc89wk78k49fc2rhesshfcz3amuws,3,0.801242
osmo1mjyunejzs9pdv4ltaapxe936440lxkcu82njv4,1,1.0
osmo1mk8kvqsnge6e3edpx38dqnpn39zmqlswap6g6t,1,0.74493
osmo1mlg47srkgcfr6uwsq4y0swjyzrqhjek09220p4,1,1.0
osmo1mm8huzhpk5tx5vgj877zse37c2zdymzltn6m3e,1,0.400596
osmo1mnnn9963pjhlvvn02rn0utu4e88tdqn5lsvdk7,1,1.0
osmo1mnw4pwkp7ujkffpy2486g92mgsdsvfr24exz03,1,0.000473
osmo1mq09dnc6a4jsrzfaqjm703zw79dueym56hgnmq,2,2.0
osmo1mq96vajc70e6dyg852fr5809g4gaxr0kkn87xd,1,1.0
osmo1mqm9k0rq7mh62va3p3p4qcepqerp8853jtalrd,1,23.633103
osmo1mrm47n7v5ehktslprgahpuqzdj8scklxc79lkn,1,0.5
osmo1msaq9ga5axn7vewz8l4hlpvjenxz8twqrx3s6j,1,0.000544
osmo1mstnpnemg6mazaehxmxa8ayr2prd9agcqqmz7w,2,1.866495
osmo1mszqfjrh2af5k3jr4r3deukgrzdylkr2cr537c,2,1.391473
osmo1mts3fxyex0c4z405ekzq6tw0y645qcy6mz0yxg,1,0.0001
osmo1mxtepzwtdtvq3agfzwk960g5ypkfex34hcxjrp,6,5.008734
osmo1mygm93vzdhmcgxn59m8vjcm22w2uzkxm4h7fc5,1,6.99628
osmo1n0yex58ac5nnnawx5cjzs0k6rtyutx8flw2s3q,1,1.005789
osmo1n2gsnglmjyq5qwaxfc2jcmz5rq7fassx4e2d0v,1,0.006537
osmo1n32s0wdnlawpk9el0akqhrqatcxsw8tk6jgc6y,1,0.052541
osmo1n3mhyp9fvcmuu8l0q8qvjy07x0rql8q4hx70uh,2,6.177024
osmo1n5pu2rtz4e2skaeatcmlexza7kheedzh2jdlaw,3,3.0
osmo1na0tdzaz0mz78nhl56gc888x87pkyjf68w3p44,2,2.0
osmo1na45quuuzuv5xtzl5qqp9zep9rkluqykszgrul,7,4.528087
osmo1ncay4z3xkpymmgjr9mncykhlq8zrrvyxe36mm8,1,0.202537
osmo1nckqhfp8k67qzvats2slqvtaf3kynz662zfvh8,2,1.914047
osmo1nd3quzay673s8uc240594a8cgfjvmxjh4ufznq,1,0.503532
osmo1nffxrer06tgkzlhzdxtz7efrqf0ykufrf7xehh,1,1.003381
osmo1ngw6z3ravew0sern42t88fafen4uzupf4l8h87,1,1.0
osmo1nhfpuvxupt544sjxrzwmjdk0un9p8385tch7uj,8,6.784194
osmo1nhl0qusq8qmcx8j4pj8ynhazucdwjj5mkq8wp0,1,0.501
osmo1nj4adtasteu0qwmr3r54vt3lav5z8s6nj3jfdl,3,2.369192
osmo1njsthsamgkzdqqg4awj7y6rxtuk3q26t2t8md2,2,1.078345
osmo1njusvz6kcg2844cpuetke5yghjrp57uy25lgd6,5,3.0
osmo1njvfq5pdad2f5j0uvqtfdujyg8c5sde2n6yw2t,1,1.000003
osmo1nkrsk4e8jlfaprmn282zulhfvw00gagy999he3,3,3.0
osmo1nn0jfp9azpdfv3l95d4f8av84uasvkmkqeq8qk,2,0.416281
osmo1nn7pupn0s9zunrtfuttmg63jpdy2wzlt9lmdhp,1,0.004347
osmo1nnvdyyvf2jyhgwy53s03xl8je28m8wf7kds2hy,1,1.0
osmo1nnzrx2agam306cm5tjjsc2hth2wy3gnr3mharn,1,1.0
osmo1npnllf4lx3cx9whtnzv5r2jc9270l99j9v62s2,1,0.89963
osmo1npqla4aamg5lxtlzj396p5y6ng65q83y0mvvfj,1,0.414402
osmo1nqhseqhw20a5n53cwn7fr8fdm79rlkd2al9dn3,1,1.0
osmo1nrj0a4racmxwxhxdjmh99hagg8x4ytgfyeq296,1,1.0
osmo1ns80ncz6wpdnpmdpjdaka22axen68rm3dlptvg,1,1.0
osmo1nsqfr8n58u63l6y4hsz4k6s2059nvzz6x9lyrv,1,1.0
osmo1nt4glhsmj8c5m5yzg6dlpawmuggqea0udt9rqq,2,1.805862
osmo1ntg806vs7jghfetf7nslfvljjx94mxvsyvz6c7,1,0.0001
osmo1ntgjrwew8t4zv0ghqsa9hnlg4w76uzy4q5zlg9,1,1.0
osmo1nztdcyrrkza3gnjvvhh4y2uj8qphe7mw5gm9sy,2,1.36458
osmo1p0c0d7faqjlhw5y07kxwppatahu22wdfzqargm,3,2.912614
osmo1p2lzez8xgur2c64hrh80et32jv26fa2lspgtvp,2,5e-06
osmo1p4dx74g0j6spkwv5lupa8um55006xuaq37uas4,1,0.0001
osmo1p4r5lv6pdchdnxw9ekqjwa08kzefrcrgtmz2hx,1,0.060903
osmo1p64d8tal0tc02csp0h9cflxr0lfcaxqxvxh7k9,1,0.877141
osmo1p650epkdwj0jte6sjc3ep0n3wz6jc9eh6g4e3f,3,1.001953
osmo1p6pdensxvnkrdaehtrv2km28e7w0t6d7dqj5vz,1,1.000224
osmo1p7ezph8q9v3evg3dq63qrep7p87tgxxu8ffl6e,1,0.244501
osmo1p7pxhn6s25qjrjlqgvxa8q35mp6rl099lpkt7d,1,0.44538
osmo1pav2h84u4t80kf7ala2ss2j9umjussz7qseuws,1,1e-06
osmo1pc3kgqwsxfvfr055ma5ye586nqjhxavju34scc,1,4.416673
osmo1pcauy3jqens4rs4hlumfgpepvggcadklysk7yf,1,0.8
osmo1pccavde92gay3fq9c7e4ne828w0a2p22ygucrc,1,0.7
osmo1pdujv32j59ycprvjd8e0c82dw90c3hy00xn5rs,2,91.344261
osmo1perg486qpgfpky57y73xamclf3s6na6eethvgd,1,1.0
osmo1pg0lfu3t045qj76k59kfj24xvdv8d4g996k30s,1,1.060712
osmo1pgnpjs3zg6sgm9pdhtrduqyyx4lq3l4f7kkht5,2,0.333
osmo1pgwf50mvx6d9cwqv822dz42nsml5g9me2c3kyh,1,1.0
osmo1pgzsur4a78nmd6ypujlv8qdupwu64f7m5ez88h,1,0.3
osmo1phrqw89hkx99e4403y6dw3kz43372gjpt6j4z2,1,1.0
osmo1phufrmxggnnttt088lzpmx54fagzrf4p0dvap4,1,1.0
osmo1pj9e89gc8dkvv72wh5qdsxwrnwzev8tv0vkk83,7,7.017942
osmo1pjmngrwcsatsuyy8m3qrunaun67sr9x70my063,11,7.820847
osmo1pkx3kqug9ksxce5ewh7tsvn3ajz76g3tpkannu,1,0.938049
osmo1pl07t7n5e4p0px5s4vn44l67xzzw2vhrug5hkw,1,1.003016
osmo1pl0slvr8xg82l6ltd3jjnf6m38teqzah57wh8l,1,1.005944
osmo1pm2g0uer9ry5uqmrgzdq7hv0ds8r33a9gysh42,3,2.43965
osmo1pmaltcu0x97x8j5klc8xluaapkzcvztcczt4nm,1,2.000015
osmo1pn7txcl84yd4ht0ks5nlddjkakujjqzsutg5zq,2,2.600769
osmo1pn9v2p0gdu8p5ghy7seswpry8ryvcne6x4jlj6,1,0.55
osmo1pq7az4l0euv6jqh24exllzp333q7ek5f890th3,1,1.0
osmo1pqn5eyjtgswh5u4dcqwtvt9apqwg2ku7lzp4hx,2,2.0
osmo1prg3yz47d3nvgq96swcx7d44kfwfrp54d7fa7e,1,1.0
osmo1ps0wcyzfjxdlkjgwvaq7qf4nh3egtmkyyu6f9v,1,0.516208
osmo1psrq9jj9w3nxa5w5rmpavuu9vlxkcseuk2z4p5,1,1.0
osmo1pswe4zg8agsn8vjqtp5y7p69c2uu9zncmupkm0,2,0.136706
osmo1ptyzewnns2kn37ewtmv6ppsvhdnmeapvxxlq74,14,11.442855
osmo1pul4rjs0aj4c2swpzfeh9s3p27cf8fv9zt8uu0,1,0.009528
osmo1pumcg7jzk9rftgglv5l2pp9eylvksjz0ztt2nq,1,0.75
osmo1pvcm3nx4qtuljps2uu6c7teaqmzr9jvl96z579,2,2.39688
osmo1pvcn0jjv2mugdevlue9vj2ks7ryjgtccera0jq,1,1.0
osmo1py7vnejer4auv8e0dyexvgkas4q08wppe2pmj5,2,2.001458
osmo1py9s288dpjmp4r9p735k6ean3qv7tk584atk2s,1,0.975556
osmo1pykdz7fdhdnfrcuyq4qarw5n30vrzlwtwxtca6,1,1.0
osmo1q07kxp5swthmjhgrttxmp20y5uhaqjqlad0953,1,1.0
osmo1q3ywqtmua476fkc0x6hq27l49keq35cl9fd80d,1,0.963389
osmo1q48h9vvsnem9rckymlce4s0rcz4m5thmx7uvf3,1,1.0
osmo1q4aw0vtcydtn7lqmkfprm4ncmr4jdj70kpg3p0,2,1.096213
osmo1q4wxylcshtumrdp84sx3r9g79gtex5qclp6uzz,1,0.398894
osmo1q5r883azzh0n7v377h6ehv87y7xm5yldtvxe3u,2,1.788001
osmo1q6mgkye350pq2ykrcu2467xrqn0jspd5gnm969,1,1.0
osmo1qamfln8u5w8d3vlhp5t9mhmylfkgad4junm4fz,1,1.02047
osmo1qc60ztmn89hzn9w8zxd77m7lcpygcjdc2dsavp,13,29.559385
osmo1qcaugnrkmzm9gkcp46kh4fge8v33542ayj3ddt,1,0.1
osmo1qce47qpvevmyr7kk5arsssg0zk2ul2k3wsghsv,1,1.0
osmo1qd463kzgk73cpk9ywl3jhvn4v4uwlwd3pvtwqw,2,2.429539
osmo1qdg0z3tl4vkma5zpvqzlywm5he2vgl64wsg4sx,6,6.0
osmo1qef0dmrjz2weulfdz8fsfw8m7pjfdxs8sp9prd,2,2.184188
osmo1qerjal24d9kj2rez97vs05l47258yglz62uwkv,1,0.082022
osmo1qf36e6wmq9h4twhdvs6pyq9qcaeu7ye0wcat3y,1,1.0
osmo1qggcs5x7cu0xsdry24ms5k5zpka63vtswnhh6s,1,1.009278
osmo1qjszucl3nx7y2nsyjfekpuhw7d90kcht8nlrj2,1,0.1
osmo1qkjgl4tc9w8vfdesrnyzg709quhtwjnsumkxvp,2,2.0
osmo1ql847frlvp4ja04kda3m9mu6j60yf2gamep0x0,1,1.0
osmo1qn0d8m5s8k5e6ym5lu05g7xaj2zf8y576hn5cl,1,1.0
osmo1qnpx3y9jrx6z439r55aekmelkwe3fp42x980r4,1,0.008493
osmo1qnqwxazzha6lsx2rs2gewu2337uha5lz5uf2yt,1,0.157433
osmo1qq49rylcq0yj9t4myfv2n7twxhk8eadx86ytum,1,0.419622
osmo1qreftu7wrzcaqfgjjva4j7j3sk0fsserptgxn2,2,2.0
osmo1qs02d3hk0caqlzh4j23fndfnrr7vtku6rdymx8,2,5e-06
osmo1qs5nxnzk95n2asw2cyp7yee24j3eacfpfkmq5y,1,0.0001
osmo1qsd0yqc0awjw9ljjd782x30r64nrqds7e6lmlj,1,1.0
osmo1qsrxnzpavxqc2jqlkeyl3374svvclg4leje0t2,4,1.53189
osmo1qt4vz339q78ypg9hurws2dgk2p2ranqn8nzr38,1,0.0001
osmo1qtyd5cf67fyxld2neyqvsdvnp70y97fuaesh2v,1,0.04634
osmo1qvap52ejamfxussvh2euffmkzreug40zlffx2s,1,0.373571
osmo1qxngfsqjng2fup6egfathdzwnveqyhh5dm65rh,1,0.230111
osmo1qxprregw2tvclv5ecg23u8cm8vwx500a5qlv5a,2,1.687919
osmo1qy0uuxmwerl8dns3z9ke56k4z2zphgnyyea89x,2,2.0
osmo1qz9k9tyz5yar7lpwmwashscs9ug3muwpqcvnya,3,2.779367
osmo1qzny67usplncefpwpy29pa34vjasw76tzcv7ps,2,2.0
osmo1r3t9vzluwul5vfwwwkg7k6f2ds8m4x8ydk8d38,4,4.155403
osmo1r3vgaj39ntqqzu0qwqrsql7gf6slhyyl5yamht,2,1.765711
osmo1r497vglkscjdhj9379daw9pthzp69h45lqljmc,2,0.65491
osmo1r6h7w64333j4zderxk8huumpu2helrkfqn62c7,2,0.171543
osmo1r73he4fczkympryrv0emec2w3ke40vrwp95c5n,2,1.5
osmo1r8jzsvvy9es4t32pe9ydejragudzfepp7em59k,3,1.0
osmo1r9dm2xgser7qwgfm5n500vtg3fnkxyhey87ltk,2,2.0
osmo1rcf5hdjs835vtk6he8majrsv789kgc4fhdygsv,1,0.680186
osmo1reg3wkdc6cxx0u2npzjvmyn55mwfz3y49kd2vc,1,0.0001
osmo1rfpar0qx3umnhu0f6wjp4hvnr3x6u538gkgq0n,9,9.0
osmo1rjp47v5ppgt9vpk8jnyqlk0y4y2rc9vgsnpncr,1,0.0001
osmo1rk9tg6nq8jusrtg5maytnh5ezgtkpkj7s5py0x,2,2.0
osmo1rl5wqndznuq2w7gzn823lyh62hjcw7mflpgpsy,1,0.9083
osmo1rm0knrfxpr5yqnxdzwnhwc490a3awlsnvexrl3,1,1.0
osmo1rnnuk7rmjwj3ep97s5d0w5ek5che53ekg5zp55,2,2.948839
osmo1rpgtz9pskr5geavkjz02caqmeep7cwwpp3kcun,3,3.000004
osmo1rpzsesr5cjgwwyj2t3edez45e0x37qxc9g4fpl,1,0.921797
osmo1rqhy5mt0dk07eehjclr7lmuh323e9vnwtsywya,1,0.389029
osmo1rrn636u3vc3qvuu9lyg8eef7yqemn2t6vs0x8e,2,1e-06
osmo1rtnj905gy6nq46rw8nye7kcc2h94e4kpqfqerc,1,0.900948
osmo1rwdmkrfy89xlfms76wt4flpg69x22e4lpzx2df,1,1.0
osmo1ry8xqeyl7v02k6tlugjkzgvpz9ccpj6sa4cp92,2,1.0
osmo1rygf6l3swgyuy9apuuspwleqj4g0sq26pg5xlv,3,1.331623
osmo1rymfw64cg4ffkjy8ls8anv3622g4lcgtnmhn4t,1,1.753519
osmo1s05va5d09xlq3et8mapsesqh6r5lqy7mmcf4d6,5,5.0
osmo1s0aywgc6rucfscng07fnw0fj836mhz6m0clkme,2,2.011872
osmo1s24ht39ea9pquwa2ry3zwd4ahlq5zlj5fnwx53,2,10.564571
osmo1s2a7rckcky6jmhncxwy0xtwf2ymg87puaj4z2h,1,2.042735
osmo1s3y5g0nctfv6zvlwnw45gtk222x3ya2p64dd6x,2,0.756652
osmo1s43l7s99hx627scn2ldd3ey50qpj9frv073xj7,7,1.853763
osmo1s4qz3yz8dq46gsjws0zmfz62zdddpy907l5uxn,1,0.5107
osmo1s5qpuhr2a3erxt44d94n98cgqnscscdqjp20xu,2,1.0
osmo1s5xslj3nd4rc7msmerysrmf8tm7um4zeq82apl,1,0.879648
osmo1s6a7hwcvk2ehsn7xgvfdeaawav4jwdxl0az8a9,2,1.000563
osmo1s75kpsdutl2wj2gug63cpa7h74rqw4vyux8rkv,2,0.052821
osmo1s76974fczj0xn3e0luxx94h43705cpe8c0pdy4,1,1.0
osmo1s7j0y30n7ytr5hl0lh39dksdp5pq72vvvedsxu,6,1.8
osmo1s7jnk7t6yqzensdgpvkvkag022udk842dz4g3v,1,0.903537
osmo1s7nxav9fmfd0ssygpwjgcg8w9wngauhr70twgl,9,9.0
osmo1s8n824e5p5chavmq6j2se3npxyquvxttwlfdxz,1,1.0
osmo1sdf80g92at333j0r3hfh3ksuqgpg4f07v3ea34,7,6.783774
osmo1se02n5r4uv8fxzlp2edy9y9jpk6dmd3r68k8qr,2,2.085239
osmo1sejtwjc4tkdunekw5d86h9644qeyh87gclzkcf,1,1.0
osmo1sf3c52je20nlsjdv52e0z5lazhq0qfdwfahzfp,1,0.705338
osmo1sg8r7u5ddqkpha7qv52c6lu82ude88lyf2re46,1,4.95009
osmo1sg93ax5v54hmhefcnkfcal5saqk58q7v3mjq8u,1,0.133885
osmo1sj5m6kzt3aerq427l6pwpvfjlkfdll3jgd5hts,1,1.0
osmo1skv2quty6zavcqfrnq746ll2pmyvj273dlh97n,2,2.000001
osmo1smh4k0r2sxnntt5l7e0fzvr9fzlqp6xneq9s8g,4,1.433062
osmo1smrhd9c9rfafzuv30t5uakhlxah6dcg83uez5u,2,2.0
osmo1sn4hqp32vqv0calrydmgyt93yaxpml7jlrjyaf,1,1.0
osmo1snexgprgep5m29pvsr5m8q632yfyhn5npjqnkz,1,0.25
osmo1snfk76yqeg9gcsjnk6gxqzhf29xz7pzq3htq3v,2,1.586436
osmo1spktc4nyexjsg25c86400742cdeulexgcq4xr2,2,1.509758
osmo1spq8qzxns9asz64azsu2pt37pv8dqj4r63cxwz,2,1.902521
osmo1sq2uz0a4jxyz93vsl9fep0s6svtedwazywxy40,1,0.476887
osmo1sqty9xlvj9vxeaxe4gg6c7tmrmm6enyn4y29h6,1,0.827151
osmo1sqylq95gss5gr2mvf0ssezwqr88wqc4gn94fws,1,0.811907
osmo1srhzr4s6k3fqx2mzrfpwjz6ffy7t6j6xe9aefl,1,0.845014
osmo1ssanfu7czpyw64ypruj6aqmmw666qfkuwkh29f,3,3.000718
osmo1sukj38d7x2svpw0tklfl0f9xyqfl76jwwfqcws,1,0.904752
osmo1sv94kscrse7dxztfls3l6s2gl8ggafpghexxvv,1,0.813802
osmo1svd895fup5hqxlgttjrx428dswhlayh3yk5grk,1,1.223845
osmo1svgrg5gztq5a5643vr4wuy0q22gugeqnree6xl,6,4.0
osmo1svtvdxx60j9n9lrmhepv968smd7a7a6p399y2n,1,4.320354
osmo1swxrvqjycece2zg6475rhaz3k4mr3smfk02twr,1,1.0
osmo1sxsk5v09znwuhux2scueyspulyeypdnwlvdlan,1,0.586967
osmo1sxug4mcc8m9rpx2l3ygy4lpruk2khr5c5wcgv8,7,7.035189
osmo1synyl86cpvgdulaema06q0fpgyyl6dhfgjvcfk,2,5.0
osmo1szn9j05elq9jg5tayke5rmraj7gpw2j5mhzvsn,1,1.0
osmo1t0egutwqqjt0q3t3cphltlcad4xpsftxue072r,1,1.0
osmo1t2e08me8mw502cgsxfrgk8hp48saqheaw3g9jq,1,0.226772
osmo1t3nw4ppfset7u0f0ueau3fkwmc0dd9xm5q7rxs,2,2.0
osmo1t3r07cp8yqrj69ddcxz0rct94kq56nz905q6yr,1,0.466567
osmo1t43afeavcdrsc9gpyrxc03r5407awjenc905hd,1,1.0
osmo1t47fyg46afchqykm8stktfhayunp0axruwm7p6,1,0.845688
osmo1t4lq4fnl85250wg0kvzx5f0hjr8anymwvt3u95,1,1.0
osmo1t4ner6am0jdtz34tr3mezmck70t0dxclkaudva,1,0.922995
osmo1t5e7cqskl4jz92xusakcdfq9ldt4wmzjnqaunl,2,2.176038
osmo1t6vq6ud5p2me4jtfedv0qgnwepkyghpv98032q,1,0.455506
osmo1t76n8ehdg6503zjzuzdu9cdzle88dpkqwmengd,1,1.0
osmo1t8nx7am6832pqf7r6khhdn6wemvjwcul97956n,1,1.0
osmo1t95l7vvlhjj23wk5573ktvmkv0v7tr5z7fxu0v,7,4.743931
osmo1t96ds9s985cpwtyayykgez6qnrwec9cxramkvw,1,0.569232
osmo1ta3kpc5uwa358hul6nsqrhcegqj4qnm9s0hu43,1,1.0
osmo1taylhrc083qc4n69tj7z33v0df9ty7rpaw4fpu,1,1.000001
osmo1td4y8k23pqyjn7pyz99fhvyp0ghxdzwf5c4mss,2,1.419708
osmo1tepf8zcmsf98plnvraepeagrnvz37mf8uyplwa,1,1.0
osmo1tg35xn6jf3h65q40eaymqy45gwtu0rnfc0qlc6,1,0.223907
osmo1tgje6kmcyfxzc08qzvfpd0404npp963hypmgxp,1,0.074567
osmo1th2tyhtmxuj2mkkk56zlksu8fjdnx57pptjzu2,1,1.0
osmo1th5r9ln0w7mcfcf4dst20qq3spyqqametc0gv5,3,2.917659
osmo1th5sj8hqhqwsp0x2erd7w7lqngtnmggtg2xa3f,1,0.735765
osmo1thyr74ez4kaupm9m3qmv7tpm5h0xukmwucgwl7,2,2.0
osmo1tjy722hfsmcgke83knd4dlp6jvyycet73tjv79,3,0.057866
osmo1tl2p5pz70zjp4s60gr5he0cljwjezpmk8r43q4,1,0.754088
osmo1tl68p32cltwyr0ug6lghcdm2a47tsv9z5ht0zr,2,2.0
osmo1tm60k65drh9qesxv2u9lwxu8x5wpqtd7mgjf92,1,0.432347
osmo1tm8aa6r4w86v9ulphss6fg06cyvgeya4pxtzm6,1,0.191595
osmo1tmx9nwh2skfqenqetjhqeay0u2e0erlud3z4mr,1,1.0
