Address,Genesis Qty,Clawback Qty
osmo19m0fd872k3clqldudx6lrvpll50q5l3gsc4duf,1,0.051849
osmo19nvkp97wnmtphc9jcfdqw8plfdh4ktxr8k07qk,2,2.0
osmo19p3uzdflshsag86g3z7fqamm5e4hz67z0ges6v,1,1.0
osmo19pmfjylerdheawryjsmryw96stxvjctm4n68x8,1,0.979129
osmo19qc25l2nwztml9nvhqpg7y55420uvg59v8s9u7,2,9.163605
osmo19qm0jvvdm8jc7pcaa0h2tduvr8fzyvs9kqtuep,1,1.0
osmo19s7nrzxwlwwt4pdk4dnk9wltnr67w6sd34w5ag,1,0.722055
osmo19u5qeedzl76jp0dv5lhyccc2dht55e2wgqgtzj,1,1.004265
osmo19vs5dntymm6a4xqf5r0gl07hfhastfvv8w0jzh,1,1.0
osmo19wnt5h3ae6953k2xlayxdwytaddt0fssd7lqpz,2,2.0
osmo19wwykpyqvxpedxmdl3es5h4knpw66fkw9y88cs,1,1.0
osmo19y46szjrlerd2ccsqzz6jc795qs4m3u4wztf5y,1,0.430032
osmo19ydf76km0un6qjlp3820c3sz8dyq0fpr0fjhn7,1,1.0
osmo19zt3lept54w38pr9qxq6j6fhy5rcew60puuhyw,2,1.2946
osmo1a04crkdu2kg7en65tj0gqkgr4zsls707rrk72v,1,0.847584
osmo1a0g5zqqsthxstdcfk36a8vp0xy5h8v4dugzsdu,1,1.0
osmo1a0wawdhpl8zf4cwslmn47xhrtwp2hx9tkr2ghg,1,1.0
osmo1a4elz2zltdxjjlps5zxqqw5hxvv6fg3khjl2qp,1,2.509713
osmo1a5emrxw9jnx5cj4fxqpmwdjs95rhrwtnk768ag,2,0.052948
osmo1a6crnqee8mj0uresu2anl5aja4p4nzz29j62rz,1,1.0
osmo1a70vsnz4ps02t2l4m08ufa353cx5ywd2ep8eyx,2,1.987662
osmo1a8lts3uuvw2a6q9yucvuhlmp4lx3c2w3qj5g57,1,0.052953
osmo1a9kpek6dl4cnc68tvud5sv9hczkm3509m60m8r,1,0.001277
osmo1a9l4dq6s44k7dk4lx0us6g7xsunartz8tttrsr,1,1.394192
osmo1acegf3dy7d8g74v3lryamv6jgqlsfy98u3spch,1,1.359737
osmo1ack7w9dy87e3zw562nc9dz364r6gvamxm7rurw,5,1.086096
osmo1acm7jn8gp6xrqxjxpmas7etxcy7xepswwv4jz0,1,1.001181
osmo1ae9rkls2x3wx9rrl8qt2dk9hk7yw2wgue762jc,2,1.629834
osmo1ajhkz8038d0z3hspgmxad2tsezkchmzt6zua4g,1,1.0
osmo1ak3s9g052z5fnvh3a9vq6gdcfz6rctsqndhva9,1,0.5
osmo1akgcf4fe00j809w9t7cnnet0elsjjq46ezx6ma,2,0.063511
osmo1akhswynqs07zj5p2k25r6s4ur45qyjnre5amzh,3,3.092914
osmo1an76zp7gck8xuwtvmcnwe9ct5eg52wvsfxs9cz,2,0.460964
osmo1ap5m3nw7rd3f5pfc38cg3vwau5wz98adghs4zg,2,1e-06
osmo1ap7lezdszamz33jvlc2jdnfalllukrx9rjjz94,1,1.0
osmo1aq7dp5wqula6yqgmp09uvgdgwlqjssj466wc7z,1,1.0
osmo1atx5dh7c85j4ldj3c49lxa8ne06lqepzmgl5g0,1,0.05276
osmo1auzax69g433hztcf629karpl230c8ud2jymwz5,2,9.558286
osmo1avem2t48hzkzg3w2x0c04s08jpr3d2mlaat4rd,1,1.0
osmo1awpflkaj937pkn6ws5f048hhf7jwjg8fye5455,2,1.647137
osmo1ay75clhj28z6yws9fjk05slkmmzvrrs7yhlydl,1,0.921301
osmo1azl8d4w3vmxe4pv80xw2fwyphzr23kqzp2k796,2,0.2
osmo1c0829zzzlm7lujdf8nn3mrhmg9zjugqntccjm6,5,5.0
osmo1c0rg3ljpxvf5gme9m6jl2h92dn4yru37kpk8uj,1,1.0
osmo1c0rgmnxkz4k4uvgwge8j3v8yqu8pvrn07pxx6h,1,1.0
osmo1c26gl7czsj5jerqc52438sqgeledr4lrqk4595,1,0.776682
osmo1c2ukpte5u58n8m7nvqq9hqxl2fdn6mkx8dgkuz,2,1.682981
osmo1c2xzt6c52zuzecvj55t5wh4j8wekahqp85fteh,1,0.483819
osmo1c3cen2nhsyh7u9p75hptkac6rnvjuxcf8500l7,1,0.647658
osmo1c3npvcxetn6ldmnfd852dz07kkjntdxfr7wesh,1,1.0
osmo1c3ynnn0ra95ehaakss2ultxf7tsw79j9vv5f8l,5,4.218873
osmo1c428gtsn5lcs80pp04elz3x9n84mf53s45py0h,1,1.088442
osmo1c54amkr76yhy6v9s06vt2agvrhfyrr2p7m2vq4,2,1.70198
osmo1c8ypchv4dzlz090qh5h8jkmt6fmu4km85m9adt,1,0.971356
osmo1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvwhqw4z,1,1.000001
osmo1cd4e74wx9tufvj7r2ruusj4hc5jgw46fctukyl,1,1.0
osmo1ceeqym2q878ek9337a5m7dp724cap00nhekvx0,1,0.403882
osmo1cffrhp203p8k6za80hgssxagp0dsugf487hcdr,1,1.015775
osmo1chnx29m596hpmy6yeuuxyg4qp3hw0h2wqn5vg8,1,1.0
osmo1cj7u0wpe45j0udnsy306sna7peah054ufacx5y,10,10.0
osmo1cjxnaf6d3gkpmqdu7kmtuxwgncqy3225v50xlq,1,0.981128
osmo1ck7h62s26z4xtuqgtdxesw5axjjcmaw2q5tlpe,2,0.044426
osmo1ckc4z334rfpdcqdz5a85mdtaktt2dtkm38qs7s,1,1.0
osmo1clf5zxzks4zgq9ahvyulmurc3cvxl580jvds5k,1,0.953142
osmo1clpqr4nrk4khgkxj78fcwwh6dl3uw4epasmvnj,16,16.00002
osmo1cn379vkcu6pu5ypuveuyqa7jyyk9ccj56zjwfw,1,0.027936
osmo1cnch842gndmzw25yduvxjk540mnfrask9ar707,1,1.0
osmo1cpxkjnq58l28sy4sukxnl22k8c7c4fa204z4xq,1,1.0
osmo1cql9ska0xl2rkg6gcv0np4333gn6fygsem64e3,3,3.000001
osmo1cr2m7cyeewszeu0mjgtsek0hpd04gzkx82qkgl,2,1.398458
osmo1cr5p4l7hj92swnceknxjpuwx2pjwtud4fhzqlt,1,1.0
osmo1craaul8czwtwndm76fdfxh7ulja2u4nrj8hmj8,1,0.881443
osmo1crckdhfjpq4rn2prnf484fk7n239qtnm4m664y,1,2.883687
osmo1crqm3598z6qmyn2kkcl9dz7uqs4qdqnrhlqhhj,2,2.0
osmo1csl24xa338980yckumj6k9kejyttshaaktn9tv,2,0.022835
osmo1ct6mk7n56hrsmqp6tw6yqlc0748ml6clxzm34m,1,1.0
osmo1ctahqwn4et5yc6kawcv40f8dfr9ly202w9rv6z,2,0.0001
osmo1ctr7hk5l2gkh7wh5dyukal3vyh35ryh65g504r,1,0.63842
osmo1ctrntzv6gkeegm36xeyu3l4lf6hudx5alr506j,2,1.920189
osmo1cvpp3z3ql6mhh2kt0am2den76cl36m9ryc7y4m,1,0.003694
osmo1cy7jye9jkg6k4h9wcurdcx7q4ld03m48u2g58w,3,3.0
osmo1cz35xmc0yf750k84tvtdp2fyddte47tsrr68qv,2,2.591727
osmo1czhkuyvffhy5ff2ltc6cpg3vna2r69gqteacr8,2,2.0
osmo1czz8d9gj8luptru9u97srdju6c4pjf59lt8jrj,9,8.716361
osmo1d03ppywn369qzajeuqs0dge29rchxteawzer2x,2,2.0
osmo1d0aup392g3enru7eash83sedqclaxvp7ydsljh,5,4.843498
osmo1d24ddxn9lqxvhk04xjlufa8hnzcmk6n875a63k,1,1.0
osmo1d25uxlhdynu6hdkl4xelwxn7jz08u5fauvvf2e,3,3.968724
osmo1d2kf3aszkwfa4hyemzr83sguaxl7unxjlqrp8j,1,0.280303
osmo1d2w3anq70as5telu94vt4klesutq9svhlgpd7a,4,1.0
osmo1d5ukx4wgp25p8rvfkceuf4dv03r2nnl8gqyhz5,1,0.660674
osmo1d5znu39h3lxp2rlw9nxyr5uep97625nns2qwzh,2,2.0
osmo1d64zymxtkmz2sy333p5cammj3zz3pjq5zg7hyq,1,0.00207
osmo1d6l6nr8kxvz505cwycggu4kn0g9mqx6dcglr7z,1,1.0
osmo1d6rzj99y3zmkrcrvxnrhh6glu64ymjl8vwdpld,1,0.35
osmo1d7a6tw4myh4dkxvdlwj3c82qa8a5xgshhxc98h,1,0.0001
osmo1d7gp948369ha3as46uwkslhhrq9sg59le0e8zy,1,0.035763
osmo1d8mq46wt2yxsgwrmh6hhfgycl0537w8grq5kku,5,3.742972
osmo1d8pwj29kze0m35grea4z9qkdgl9e54entdkqcw,2,2.821234
osmo1d9j83ll3e0jh5w8kycjcmzcm2wdy0mr3ql0sgd,2,0.413514
osmo1d9j8deg64shu07qfe8f76vepsmmafjxnlws039,3,5.0
osmo1dcr2sh4vtnzrqef2t6x39yu3u0uwxj9zqc7ru5,1,0.232662
osmo1ddy50f6e7uthkf3lkaczcwehxaxprkaquqqt3m,1,0.924965
osmo1de7qx00pz2j6gn9k88ntxxylelkazfk39gwddy,9,9.0
osmo1dfv2zly2cc2eg95uddtullyfaxdrtl36xzus2z,2,1.0
osmo1dg627ryepgx6u0gsratphe06gm7kwe059qnpw9,1,0.019992
osmo1dhkmvjqj7qjx2w4fxn92r8jzaj9vkdan40p8za,5,1.755424
osmo1dj3j99rljeyxk0xq4qce2fj6ex53lwst9szws5,1,0.936463
osmo1djjujxyzthdhqwcankfdh8yt7gq8rumdjghfc6,1,1.0
osmo1dlr8dd7mwnee6jdv6eky0dypar5tu437l7c9gv,1,1.000001
osmo1dlxpesm60tqwl26hqn30q96ash9tfyhh7dvf9z,5,2.155109
osmo1dlyccvmvcewd2mahhs5n69n3ves4ldtlym4l90,1,1.975417
osmo1dnct7j8gg0kq8rz2k35t4zewguclnxgvu2sktp,1,1.0
osmo1dngf00tq65wlwszs6yg8mf7mh97n9ph5vhwjzj,1,1.0
osmo1dp5evmfuf4fwx295w049s99nyfz29fvtuthzc8,3,1.0
osmo1dr4um0jmyhjtjc0r2p03cfxw0kfssucgpec3q9,1,2.947197
osmo1drgasugz4hd6c2snxqdmz7c69gx2e5svxhts8s,2,0.993294
osmo1dtq0y9reqst7d99fd3c7x6dflh4eazm4lx5sk9,9,8.139872
osmo1dv0rc8f4as0vk8jvtkxfur2cwj7h7wzs5aa8yy,1,1.0
osmo1dvqt0lkxfxcuzwg7n28wle86jfkevgpqg673vw,2,2.0
osmo1dwh6mrvyw0th2lknnjy88zc0mwynj7yfx2y70n,2,2.031884
osmo1dwzxaessw2fpvfzyh4wp7kgmgcfgeqth6xjtxh,2,14.000005
osmo1dxfr4zrgk90tkpshsfrkygsm7gy6w3r9puzn3s,4,1.365493
osmo1dz4rqn9py924dstyfy6q7uhy2unzsz60wrk96l,1,1.0
osmo1dzhn7f9tw79fr208ttrkunufd6psns0ha0ae0f,2,0.052826
osmo1e06qhal5ay3z77rkvlk8l0amtzdxpyl8j9s3xm,1,0.983092
osmo1e09wgvj4lypvyg4qz5utdrdtff0zasqk9qv7tc,1,0.011424
osmo1e0c47u0ehmgutyyz9dllzdkvfedf2apvvntczy,2,1.734816
osmo1e0d0daqr34t7kgdumgrlrwf7xye9alqf63qqk4,1,1.0
osmo1e0plfg475phrsvrlzw8gwppeva0zk5yggx0dae,10,10.0
osmo1e27hlhks75y6kasnjhq95lvfe2z9qck3cm96sh,4,4.0
osmo1e2jwzpp4xxs6z7p4g9hnx0f6h6e5c863z9ulgj,1,1.0
osmo1e324y6rsvfevqfdv2aa2vtwyhs8detfdpjjtx4,1,0.778346
osmo1e3n6qz9nngpz6tch88dh3ppnt84an9scpz8y04,1,0.0001
osmo1e5mnjg4d6qprkash7vuseahgk2grrj43md82xq,3,1.3
osmo1e5xjuldvxht6yrl90k6xfkvmhakdlx2ldvpx5l,1,1.0
osmo1e6zdjcj3wry34hns4pw9hvse7xcv9mmtwmp0e8,1,0.689488
osmo1e766kqkx9slxgg3xqrp8ux5r8kg6h9wkr4pdus,1,8e-06
osmo1e8238v24qccht9mqc2w0r4luq462yxttnk462u,11,9.8e-05
osmo1e86u57464w3mxedrzm3chatvcd2z89axuvrlhs,2,0.950296
osmo1e9jlmhjnhv0z5wj64gz0dwn6q523xyxewg24mj,10,7.419282
osmo1eclz9drv5lkyfmnjszqjyvm83jff27yk4js2vl,2,0.471563
osmo1ed32ulmk32n079m9hx7sankadlf7wrdgu4n0vx,4,2.058136
osmo1eduu6rk03m7tqthj4weuvwqmwjxmh52wv5qk7r,1,1.002418
osmo1eff0rr0ptx4hvc3cnwvm5wween82pe4hcwurkt,2,2.0
osmo1eh4w2glqma54kfz29wva79l6lh6knts7wepr6q,1,0.925121
osmo1eh5mwu044gd5ntkkc2xgfg8247mgc56f06hgjs,1,1.000004
osmo1ehkfl7palwrh6w2hhr2yfrgrq8jetguc3z9wnc,18,1e-06
osmo1ehv875h08qvm7s4duy7qhr7wjuqwepkmjr8pqg,1,0.637238
osmo1ej4hw9zvn8wz559xkrdcerjcauagr3xszskduy,3,1.4e-05
osmo1ejdqf2k62sf3ssjrys2r79pmdt6kpt5rcmkdwj,1,0.0101
osmo1elc2atveeh002n36fsxq2a7nayeg36qw7k4cea,1,0.972064
osmo1elcpqhr4t53fkg4ae6r7g8c84f54rgd5tzjxj9,1,3.019834
osmo1en468mjmz0zaexnq2shccatdg4kwwjfl5zsjdu,1,0.918685
osmo1enz0knm7yl8932946n26pvnenxcr9w3uv9nc88,2,0.024415
osmo1epmlgyve8nu6ag4xldnegj3gaqpa6tw7d6w572,1,0.763841
osmo1et77usu8q2hargvyusl4qzryev8x8t9wr03rn3,1,0.998024
osmo1et93zj3z539acj3vzrfaysh9qs6lx883s4akam,2,2.0
osmo1etc28xm9amxw64zulzau8dn7raes0w62kyhwhe,1,0.844593
osmo1ett5xax0tv5mw9nhrr9akkrypeqnvd32rram3y,1,0.0001
osmo1eup5t8pp8jq354heck53qtama7vss9l3e63jqz,5,5.0
osmo1ev9q2wmk8prqykjgsrncl52nxwyq0ku67wj667,1,1.0
osmo1evervak5gpt9w7uy3zk57en4uj90srp7y35c6g,1,0.844695
osmo1ewrlwrchdhp05x98v7q8x2k83huuvgg847q6nn,1,0.250942
osmo1excz9t598xyh57a5xlc2rh5apjfspwcvxffxg4,1,1.0
osmo1ey69r37gfxvxg62sh4r0ktpuc46pzjrm23kcrx,21,21.0
osmo1ez0jlywwr8ysfmkp9tmse4q4v32w3m3awq7xc5,1,2.861881
osmo1f2mva4ag8meya6fvpwz7md6f97zd5nll5mxyum,5,1.354629
osmo1f39kupkply5retv5t3ax9656uj92qh4sn0yrqr,1,0.999987
osmo1f5nql5jf3hw7fplyefxr6x5hr9v3cdue779ud5,1,1.0
osmo1f5p2gdllqc9auv7l5l44rumj7xesdtz2akptju,1,1.0
osmo1f7sa4nr5nhlt57vy5553tqzs5dlz7x6jwp0kcx,2,1.359345
osmo1f9z23sv7l42uequk4p03egyftl59f2vuvev5rs,1,0.791882
osmo1fakuy9dm78lquld6ppheqpnqcyyf3n5ajqy2jl,2,2.498695
osmo1fapqgamx3c8za8d3z56sydjtjygyu0ly4ud30a,1,1.294492
osmo1fcj7ww85n35tgdamasfye6w6xw2f0zldsmmvce,1,0.516428
osmo1fcx6hj3vslw7p0yf9mhn7nkwl5fs6t2cgws5tq,1,1.0
osmo1fd2ayfu6kmt66jwr62eazet5y5hp8e3ayfcxah,1,1.0
osmo1ffve0zx389ffl80ae9t8jmghcjuzdlqrl368pc,1,0.843567
osmo1fghgwhgtxtcshj4a9alp7u2qv6n2wffq6wpafh,2,1.255911
osmo1fhr7e04ct0zslmkzqt9smakg3sxrdve63sl6gt,15,1.0
osmo1fjhtga2hg3tke378fn772r8zyt08wvsjd0fyul,1,0.295679
osmo1fknhdqr0q6h98nn28gymamdz04ehks3vq8d0x3,1,0.002182
osmo1flxggjsjvfc8ulsw43zpvan7202hfh44ra50s8,1,1.0
osmo1fm2h9mp4xrrumdrjk2w97hltnrt2u2tw03jpv8,3,10.337085
osmo1fmahc5r3fk2fxne6q5z8rhdmfhsecar86yyh8h,8,0.757316
osmo1fnf8fvnyuw20jse47a53ue59pdzp8q254qfrdp,2,2.0
osmo1fnp7at454wrjxu57pr0tc239tyjsngpqkdeve3,1,0.0001
osmo1fqzqejwkk898fcslw4z4eeqjzesynvrdyvnj3c,5,4.807961
osmo1fs7mmwqzks8n7msheu5d6jdxqyfj06p7lz6tc2,1,1.0
osmo1fs8er0greualh3juwem3nfn4fzcru94hkr72ex,5,1.487625
osmo1ftwv988xjrca6c80newruq2y306fd2wy324u6r,2,0.026123
osmo1fu20t5zxc64z2vux4nqmf6csnapzlrmjaqpc67,1,1.0
osmo1fu9kr29n7d0k59dtezkl09pz8rwazykfs6lj2p,1,1.0
osmo1fulfmrkys0rj5vgfjghaf8pjaa3w4794x7hsdg,1,1.0
osmo1fuspwqu46zetamjl4qehzp63l70jqam33u09wc,2,2.0
osmo1fuxqh43my9zy7v0h03ckk23n48rflmh0jccyk4,1,0.759845
osmo1fvd5ch4qwkawkeeury4eh857djrmx30ng9l4m2,2,2.0
osmo1fvupuuh7aclf7ylary369rngt47lpw86kcc2fg,1,1.1
osmo1fyv9h5l4zpjpjke2vppqr6l950lpcz4cz7t6mf,1,1.926057
osmo1fzgqt9v9cppyqkrslywkcf4yqcuagzytzdtxfl,1,1.0
osmo1fzspdmt6m2el8vvpg5r338uqk4k0swxmgrypdw,4,1.284477
osmo1g0hpuuquyk3t2hgtm74336jvpy6ssue78xv28s,1,0.000382
osmo1g28t39fndhmm7n3ckhnlp2sxkz68wy557rh7pu,1,1.005693
osmo1g53mgtymzz8d3naw0rwl0zrp3g7teyp483k020,1,0.835624
osmo1g5435cjhlm4s2nlmwln6ess9x4lc4qgdpzj6fg,4,4.0
osmo1g72q9dl7yqcl3lv3jqkrrrw8zayaan6hp20fct,1,0.011307
osmo1g7agaljnm34dpf8p9hcr43mg5nslkdhu45eq80,1,1.0
osmo1g8yq39gcysxam0hzw5qqwj67p8fce0866s43k7,5,1.359873
osmo1ga6hy630ejh2s8p2kvql4jxjt6fcnj0nh0lzkw,1,2.925033
osmo1gaezvwet9894n4cc9xssfulyyft3mykdpqa949,1,1.0
osmo1gddxedv475k4gqn7e6x36wmcfcw7vpaatswt28,1,1.0
osmo1gdurpulxwxc4ev077dtkvjlvvzq787ac397s2s,1,0.92358
osmo1gdv7kzg2lvx6k5w6nxq84q8r9z2ujpve8ds8qf,11,10.264639
osmo1gf5lfrstxcv8764x35360tmf62d0gewzc8xj47,2,0.840204
osmo1gg3en6rgce4rqv7gz3vg6944y6mack68y8x3wf,1,0.812834
osmo1ggrxma8play4qnc60q7qzsc45a5lt2gtw0cqjg,1,1.0
osmo1gh0jvp5y50xcugxp5jk46md5acvm7whwesphfh,1,1.0
osmo1ghfrewdxkwek5h8jz4y3f0202n89xcfn6ddf3g,1,1.0
osmo1gj89dacx9xlmwar7rvycln99e6fesyqsf3lsy4,2,0.921496
osmo1gjkf7tlgzrwgvlpcyvrsdv503p49tx8fhradn5,1,0.898996
osmo1gk6py8fukt8dnaad00atemjqjlhjlwv9tna2ks,2,2.0
osmo1gk737smj58de7pqhw8f5ud4kknjup2fvgcm94d,2,0.000145
osmo1gl7px2yvradxdcvjez32w6k85f26uds2eky0ln,1,1.0
osmo1glkr4l48kq7zvu30jskqn24p77aj3ky6pnp2cq,1,2.97547
osmo1glkwwjmd75j9a8rg5m6xxk7lzzzdakf0dj93ud,1,0.514207
osmo1gmvdcu4fga4kvqdm822pfux7fqdcagxx0kwd6y,2,5.75754
osmo1gq6pd9q8px97720arytdngc7zhyrxp4xacmre8,1,1.001157
osmo1gq8uv8s94gls578x5hgzq4gq4gwhe6tdl7a35z,2,0.692023
osmo1gqy76rg2lu3aw0xjcf2cqmk3unn6k0mty05p4f,2,0.052815
osmo1grgelyng2v6v3t8z87wu3sxgt9m5s03xytvfcl,12,12.0
osmo1gtdxj6hay8xdjvvyh8cpk2jaw2eazpz3pmsukv,1,3.935115
osmo1gtx9c6fj992za8rdf58m46kmyzjxngn04wcwcn,1,0.081584
osmo1gu5r9eh6j96xn30hx37z2r5mnf0tj6ad6xvl3z,1,0.000843
osmo1guxp99wf5q7dnh7jc6s7wx4zwqm8z7chxsrp9y,3,3.0
osmo1gv23034suxwklhr4q7fsw9dygph55ykm8aj4ne,3,2.0
osmo1gv4fgn9gqq6lyrc6s8xve69q7naqll7rpe8q4m,1,0.479357
osmo1gw6yu9jetj2vrht8qrf9wmpjdq4weuee3hqxtg,1,0.881601
osmo1gwmw0w4gul7885f9ce84ersp5thdnqcer8tvrd,1,9.2e-05
osmo1gwnfjj65zhxmtnpxzy625cpx692lfjuws5g6gy,1,0.000963
osmo1gxe38pdkz5g2h3g07pwa96zunsyugkgx49t5d4,1,1.0
osmo1gynvqvqar52pulhwzked56567vfu72dkyu0z40,1,1.0
osmo1gzk54axu4y3l2vy9434z2grfn86qsd35amuu9u,10,0.408717
osmo1gzr8qv7dp3dzx0a6mya78z5jr3qfeyt9dayjdc,1,0.692462
osmo1h2kjnnnryh9ezgzj6yrax4snzfner9qaflf8st,2,0.929747
osmo1h2n5m5yzfd33yz7eypjjkadskhv58d4u5rzfee,2,1.513573
osmo1h4ks99ft8jvnzjr4egumgkeqc8czsj52cxc733,1,1.0
osmo1h4t209tuy4remh6f234uyd4syvpqykahtzjglq,2,2.0
osmo1h52jazlpme2d5l2mj5lyaryafckldj203yrxsd,2,2.027311
osmo1h5mxewh23mq70m7s3rymhynwkcd69apghkrj9z,1,0.052945
osmo1h8fl8r6v8u96hxsnk4l0sysx6sp2syktag8chm,1,0.163939
osmo1h9p9c57mn7qw98lpmdk0xu7waywafyhqjwzlmt,2,1.111916
osmo1h9v9er46xw46r3mmptywt2r46snz403pnx7ruw,1,0.710982
osmo1had6ftl4w4klp3ly32y6kpyk7tylc5tv9vejtd,1,0.921069
osmo1hcp6xace2hpryyef9a0sxdpv2l7sqgt9kxkh39,1,0.816916
osmo1hdehvekr272dgs33u7sz5vxwc205p7f94cqssk,1,0.235107
osmo1hdh5xna5h5sp7djfxr4vu4qkf7w6psww05vs4q,1,0.722127
osmo1hftvuutyr2m4k2mhw9cfvvf9a3plk66k6yr63h,2,2.0
osmo1hjct6q7npsspsg3dgvzk3sdf89spmlpfqua7lv,16,14.213017
osmo1hkq74hwe34ltcdmnvxft4xfp55zhumvvtswwks,2,2.0
osmo1hl7jwcgpgpcfu02gsfy7kmaw88en3dx96xtea9,1,1.0
osmo1hmukhvj55cdd5gzqqxcw9mwlrtcq539hxp9rlt,1,0.880658
osmo1hnkcuzu0xruv46mcvsgs5fn386c8apg6ge65q3,1,1.0
osmo1hns3f3l86nlcyqxwz598ymmpp5d4ztcg4tvdmt,1,0.5
osmo1hpfuzjthjjsp26ut6qlmc82ctzj52k4s3q9rrr,1,1.0
osmo1hpuq3zmayzpyhew2vxmpnz8fp7m5te9tysfnew,4,0.755917
osmo1hqhjjqum6c5yjj2c88qq8qw0j9vktzrugwm59e,2,0.255835
osmo1hsl70gvlljx63rezwl5ya43lh4hm4dgtuuaw9s,1,1.0
osmo1hsm22ruu6kk0f7xzjrhtq4605lrrpdfw3lfzw5,1,0.740296
osmo1hunjk62y8m72538zd6qx9fzv92cekyd54n0998,1,1e-06
osmo1hvme7g73agncdn6jgxl2dftw9m6aqeatzxnt74,2,0.15
osmo1hx5eeyjep4dwgckys9xx34akvtpy4ga3sjz2lk,1,1e-06
osmo1hxn6wg8r2mhjht82vm3qpa46mz2plld7d9gzhg,1,0.0001
osmo1hxnuxckagux4200mvfs3yd5xhqgutercapauk4,3,3.0
osmo1hzntl3c7dw046v6hujzhsllju40m7xm6xcq0xg,2,0.0001
osmo1j0vaeh27t4rll7zhmarwcuq8xtrmvqhuqv0av9,11,11.0
osmo1j54er2utjnzj97hzrw7al7w77z7m4g5w4xafzk,1,0.953916
osmo1j5q6rdmze8udndh90868der4q6e79srj6eatxf,2,1.955613
osmo1j6xd6zs2j2uw9whyg8a54fg4leelatrh8pjxqg,1,0.394211
osmo1j7gme9jqtlczwlr3725xwc09s63ksnqlre85r2,2,1.955711
osmo1j7k4qr4kxt37e05ylyzngj4a7y5sc4shhxjtrc,1,0.017545
osmo1j9v6msces5xsgskjunkec0qld2l7rpjdl2dukn,1,0.5
osmo1jddz0jf2lz7mxkc0desr6qm4qtz2jjylf9t2wf,1,1.0
osmo1jdy70t7uq4ga67u7v7jsl97v3ksym33rk3h25v,2,0.052757
osmo1jem0magh7h7h8lh2pvng74pe7l344z5nuph8yf,1,0.0001
osmo1jg2m83nqx6m5c7zfffkj0kzv9dnhxm7rwzy22z,1,1.0
osmo1jgn4t7hzaqdl63d82j6jvre9jllgc4z9u7l0wj,1,0.191279
osmo1jgq3fqah7yl8wjwtpu8sr5cx74cqm3cls8tt7l,1,1.0
osmo1jh0urskmdrrhfgm53d0ddnd506stu63w95d3l6,2,2.0
osmo1jkpsqlxguk535kp9g2p0kfdus63cql2ph4cf72,1,1.0
osmo1jkt8qd22fjwefvgte5xuxsmr8xyw2w405mf5sq,1,1.0
osmo1jlansk5dzdps0yzm75vry070ugfarkqdhgyjgr,1,0.61
osmo1jll0mmlutjmn6fh6trln4avm0p239nf86hfvgv,1,0.080243
osmo1jmm87mv4lra8dwuemw5x7vdsc08muj95vy30e3,1,1.0
osmo1jmnh7zffx2tulcx4ac40g8ghxtk0tqrzc5x49f,1,0.944759
osmo1jnxwata6tsfjwrzfdrfjncm0gk8qyszl9mqgyv,2,1.000076
osmo1jp0xnftxy5tsc2ddgrvtf3t328kjkrmxlvyva4,3,1.645562
osmo1jp2c9j2ap28cd7ftzlw2ngf3tfyktzlyxjulyn,2,2.0
osmo1jqtr862lw29kvptkrkc6vx2uea4ytf58y6ghfp,2,2.0
osmo1jrfj0vy4t6dfwervf298ph7c4q2rek284tdtxl,1,1.018345
osmo1jrun9td4ay99zl3umrpgytxrwxxl4ehmlvrsq8,1,1.726667
osmo1jsyzm7jfycehejr0kn0g03rq35ngjnqj9ykhmc,2,2.0
osmo1judj83pu32eufkav82xuwhu04kkcqggnmmhq2p,2,1.0
osmo1jvh4twzc0d2svn0u5xw26xsu8qmequ4vphnf23,4,1.0
osmo1jvykup7tdqs73qpt68xwylunst873nux7d63yj,10,10.0
osmo1jwlgrthjv07aq4ngtqhs2ss8kq8fyvl26fhn8t,1,1.0
osmo1jwrz4c0n8scm2t5ww572p95ncgyzedv7quksnl,2,0.052818
osmo1jwwgxfy6vjaf59qujhx5ektjm48escp9j3kqhc,1,0.942748
osmo1jxpztalf3skjftyrlf3tpd3c94g2nqkanr7c3a,1,1.134252
osmo1jxv0u20scum4trha72c7ltfgfqef6nsc638lza,16,15.9968
osmo1jyyuyvu0evrj2ldthj2v4gs3tdws2p87c7nkdp,1,1.946012
osmo1jz6j3kvg2p7nvr3tm662tr3peaq27arl8a5pyh,2,2.0
osmo1jz8trhkgsp6k5529j6c9v9rn99yg8k4t452uy3,2,0.0001
osmo1jzv43gtcsatl95ztj6dn4edq6pd85tnaj6d7ea,1,1.0
osmo1k0jlnppgx6nmw6lmnp5cakmw22xhn58g5x2ljq,1,1.0
osmo1k20nxkezmx46hmxfzfl2plcrfas20hvws8n7dk,1,1.0
osmo1k2r8j6zyfqylnu096h2m7t5enxtq8xml6y9akw,1,1.0
osmo1k3jq3v4lrgxscpz5l7ntuwlfdud7hthfmm7fdk,1,1.0
osmo1k49luuv6a09542hxyz7e964zz46ka5jt0at8d2,1,0.261232
osmo1k4drxydzq8vz4x6wy5vk4je573tca0w9zj7v2h,2,2.0
osmo1k537t3t37rmmc43r3knn3xscqlqgwvkmntrmxy,3,2.0
osmo1k5ehhteq3wgpka630lt6qwp90nhrpfly3d9ry8,2,2.0
